U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80
428.605,NaN,369.266,348.014,364.967,337.921,406.79,357.771,330.699,306.237,397.608,313.695,489.301,423.405,368.039,391.59,408.455,401.173,341.109,396.071,323.515,341.835,316.511,331.509,292.345,406.847,348.939,326.471,348.711,357.946,428.567,373.936,369.108,250.044,255.645,272.014,288.073,260.816,361.071,352.219,434.124,NaN,317.338,328.606,496.24,391.64,349.965,389.289,337.325,344.995,431.471,340.229,443.663,301.607,306.993,312.759,388.965,379.389,355.316,350.629,403.953,321.364,328.611,328.373,327.535,413.661,393.102,324.464,400.494,291.828,308.632,357.813,330.054,252.147,284.348,355.393,317.003,256.546,371.724,348.832
428.78,NaN,369.463,348.376,365.195,338.321,406.99,358.18,331.241,306.468,397.9,313.821,489.924,423.559,368.472,391.824,408.922,401.273,341.312,396.479,323.963,341.983,316.671,331.633,292.447,407.085,349.355,326.748,349.153,358.021,428.788,374.121,369.294,250.224,255.738,272.212,288.476,261.271,361.102,352.366,434.73,NaN,317.549,329.372,496.979,392.058,350.229,389.512,337.613,345.509,431.829,340.299,444.506,301.8,307.387,313.263,389.66,379.632,355.599,350.883,404.716,321.593,328.852,328.524,328.044,414.399,393.881,325.093,401.46,291.991,308.696,357.878,330.282,252.754,284.485,355.471,317.156,256.811,372.099,349.129
428.882,NaN,369.727,348.611,365.444,338.563,406.99,358.496,331.346,306.639,397.977,314.029,490.164,423.736,368.767,392.01,409.106,402.586,341.583,396.715,324.158,342.195,316.961,331.877,292.956,407.694,349.548,327.094,349.76,358.357,429.016,374.158,369.318,250.56,255.892,272.358,288.852,261.405,361.273,352.586,434.983,NaN,317.773,329.712,496.979,392.574,350.532,389.859,338.17,345.577,432.224,340.422,444.646,302.019,307.837,313.379,389.871,379.75,355.769,351.124,404.934,321.998,328.963,328.755,328.729,414.739,394.103,325.288,402.446,292.16,308.859,358.291,330.691,252.885,284.645,355.582,317.343,257.173,372.219,349.444
429.479,NaN,370.079,348.785,365.85,338.74,407.486,358.623,331.479,306.791,398.325,314.233,491.325,424.016,369.258,392.369,409.262,402.83,341.71,397.629,324.63,342.476,317.096,332.033,293.044,407.824,349.868,327.486,350.129,359.117,429.116,374.345,369.518,250.75,256.161,272.416,289.016,261.575,361.592,353.277,435.097,NaN,318.313,330.218,497.584,392.813,351.099,390.006,338.281,345.674,432.786,340.838,445.172,302.224,308.025,313.626,390.33,380.637,355.948,351.508,405.818,322.202,329.186,329.141,328.891,414.938,394.333,325.386,403.538,292.425,308.926,358.324,330.942,253.049,284.825,355.631,317.385,257.235,372.464,349.854
429.794,NaN,370.436,348.918,365.952,339.284,407.766,358.743,331.758,307.313,398.547,314.479,491.7,424.653,370.074,392.861,410.179,403.14,342.298,397.841,324.95,342.994,317.217,332.441,293.368,408.243,350.025,327.621,350.293,359.277,429.163,375.043,369.535,250.993,256.228,272.677,289.072,261.764,362.338,353.794,435.205,NaN,318.693,330.399,497.708,393.692,351.427,390.335,338.513,346.026,433.62,341.328,445.437,302.767,308.131,313.715,390.844,381.139,356.288,351.975,406.072,322.441,329.312,329.408,329.149,415.373,394.686,325.617,403.713,292.679,309.055,358.585,330.993,253.551,285.053,355.701,317.553,257.863,372.795,350.247
429.937,NaN,370.624,350.12,366.256,339.625,407.894,358.994,332.211,307.602,398.94,314.741,491.934,424.819,370.428,393.384,410.677,403.407,342.818,398.37,325.066,344.213,317.669,332.881,293.476,408.628,350.425,328.358,350.81,359.643,429.21,375.196,369.642,250.993,256.52,272.801,289.749,262.001,362.535,354.032,435.493,NaN,319.008,330.514,498.045,393.883,351.678,390.555,338.698,346.113,434.128,342.234,446.318,302.994,308.321,313.922,391.374,381.498,356.488,352.039,406.481,323.374,329.786,329.667,329.453,415.562,395.019,325.781,403.959,292.789,309.59,358.625,331.516,253.666,285.153,356.053,317.82,257.916,372.952,350.293
430.081,NaN,370.777,350.366,366.459,339.737,408.607,359.384,332.667,307.839,399.166,314.886,492.118,425.096,370.629,393.602,410.941,403.601,342.941,398.753,325.376,344.726,317.825,333.221,293.795,408.774,350.747,328.512,351.203,359.942,430.016,375.264,369.844,251.226,256.573,273.246,289.962,262.129,362.617,354.258,436.58,NaN,319.491,330.842,498.442,394.52,351.97,390.745,338.845,346.718,435.126,343.072,447.118,303.207,308.462,314.09,391.836,381.663,357.267,352.618,406.764,323.435,329.907,329.806,330.943,416.126,395.192,325.881,404.086,293.221,309.742,359.06,331.98,253.765,285.259,356.076,318.432,258.129,373.087,350.411
430.33,NaN,371.21,351.338,366.719,340.015,409.086,359.753,333.017,308.787,399.312,314.963,492.434,425.751,371.291,393.807,411.234,404.114,343.424,399,325.596,344.958,318.133,333.462,294.015,408.945,350.954,328.695,351.608,360.091,430.194,375.357,370.05,251.482,256.68,273.288,290.499,263.078,362.809,354.415,436.756,NaN,319.717,330.999,498.595,395.205,352.132,390.927,339.167,347.109,435.287,343.234,447.349,303.329,308.883,314.219,392.063,382.392,357.54,352.681,407.673,323.769,330.58,330.009,331.107,416.708,395.264,326.414,404.872,293.484,310.824,359.128,332.047,254.364,285.416,356.256,318.51,258.364,373.383,350.759
430.519,NaN,371.374,351.629,367.046,340.261,409.45,360.221,333.158,309.003,400.451,315.31,492.654,426.086,371.433,393.907,411.806,404.347,343.973,399.235,325.878,345.079,318.299,333.75,294.25,410.121,351.105,328.887,351.674,360.825,430.788,375.499,370.417,251.52,257.072,273.514,290.591,263.319,362.982,354.454,436.928,NaN,320.503,331.119,498.862,395.443,352.699,390.991,339.342,347.58,436.292,343.758,447.753,303.535,309.197,314.702,392.964,383.11,358.829,352.93,408.518,324.152,330.794,330.233,331.303,417.05,395.651,326.725,405.109,293.617,311.014,359.469,333.205,254.383,285.599,357.213,318.771,258.439,373.76,351.433
430.726,NaN,371.513,352.166,367.25,340.523,409.687,360.46,333.472,309.362,400.575,315.497,492.877,426.641,371.538,394.205,411.958,404.51,344.123,399.597,326.045,345.344,318.487,333.892,294.631,410.55,351.497,329.034,351.857,361.175,430.936,375.864,371.609,251.64,257.301,273.722,290.72,263.471,363.709,354.749,437.03,NaN,320.651,331.44,498.944,395.873,353.285,391.3,339.714,347.897,436.407,343.871,448.806,303.644,309.468,314.947,393.206,383.26,358.994,353.367,408.655,324.324,331.045,330.574,331.462,417.557,395.848,327.119,405.254,293.983,311.216,360.052,333.946,254.531,285.818,357.798,318.925,258.515,373.822,351.975
431.359,NaN,372.137,352.367,367.633,340.725,409.855,360.94,333.761,309.448,400.957,315.617,493.101,426.709,371.85,394.537,412.197,404.662,344.457,399.816,326.161,345.476,318.707,334.011,294.744,411.01,351.659,329.367,352.533,361.484,431.067,376.374,371.733,251.7,257.409,274.674,291.359,263.725,364.205,355.092,437.414,NaN,321.178,331.513,499.053,396.075,353.636,391.6,340.372,348.018,436.609,344.009,449.196,303.955,309.781,315.215,393.321,383.582,359.258,353.867,409.187,324.403,331.307,331.098,331.768,417.743,396.02,327.282,405.564,294.322,311.711,360.086,334.657,254.559,285.907,357.874,319.067,258.573,374.048,352.57
431.414,NaN,372.351,352.493,367.773,341.343,410.578,361.44,333.927,309.761,401.102,315.755,493.504,427.097,372.075,394.832,412.789,405.58,344.859,400.018,326.38,346.292,318.908,334.181,294.96,411.232,351.86,329.635,353.172,361.564,431.205,376.564,371.917,252.102,257.591,275.024,291.632,264.131,364.852,355.948,438.265,NaN,321.309,331.752,499.278,396.868,354.439,392.273,340.667,348.677,436.986,344.262,449.393,304.28,310.029,315.855,393.546,383.968,359.657,354.513,409.692,324.574,331.91,331.237,331.915,418.259,396.311,327.529,405.846,294.443,311.742,360.162,334.773,255.22,285.948,357.913,319.484,258.611,374.451,353.235
431.532,NaN,372.444,352.743,368.302,341.692,410.946,361.725,334.268,310.124,401.234,315.916,494.539,427.221,372.455,394.998,413.417,406.043,345.646,400.137,326.592,346.561,319.059,334.66,295.236,411.377,352.681,329.833,353.371,361.698,431.298,376.666,372.541,252.311,257.691,275.103,292.171,264.585,365.523,356.058,438.608,NaN,321.875,332.37,499.557,397.223,354.902,392.603,340.775,348.771,437.695,344.554,449.815,304.446,310.2,315.947,394.13,384.147,359.852,354.809,410.826,324.934,332.167,331.405,332.525,418.478,396.451,327.811,406.258,294.709,311.764,360.333,334.935,255.642,286.165,358.266,319.805,258.737,375.198,353.322
432.076,NaN,372.603,353.614,368.734,342.047,411.222,361.836,334.47,310.421,401.352,316.041,495.106,427.327,372.63,395.218,413.747,406.637,345.799,400.57,326.733,346.833,319.304,334.854,295.42,411.463,352.869,330.093,353.664,362.233,431.307,376.831,372.774,252.374,257.817,275.538,292.287,264.609,365.699,356.15,438.938,NaN,322.008,332.551,499.935,397.384,355.033,392.967,340.946,348.898,438.379,345.115,449.903,305.119,310.34,316.305,395.633,384.884,360.079,354.957,411.062,325.139,332.271,331.548,332.849,419.252,396.816,328.156,406.669,294.862,311.836,360.515,335.272,255.697,286.2,358.402,320.085,258.874,375.263,353.642
432.227,NaN,373.558,353.792,369.089,342.36,411.495,362.745,334.711,310.558,401.596,316.384,495.93,427.483,372.93,395.471,414.168,406.833,345.986,401.57,326.912,347.051,319.431,334.961,295.985,411.93,353.109,330.347,353.767,362.325,431.374,377.108,372.978,252.56,258.119,275.635,292.953,264.758,365.85,356.178,439.028,NaN,322.583,332.632,500.075,397.804,355.455,393.37,341.702,349.124,438.514,345.49,450.164,305.498,310.469,316.671,395.891,385.059,360.357,355.207,411.208,325.295,332.486,331.843,333.514,419.813,397.358,328.724,406.955,295.052,312.209,360.702,335.633,255.82,286.394,358.571,320.862,259.133,375.411,354.244
432.328,NaN,373.654,353.883,369.332,342.672,411.878,362.942,335.113,310.789,401.848,316.645,496.112,427.734,373.118,396.155,414.973,407.19,346.323,401.771,326.999,347.438,319.557,335.147,296.06,412.476,353.208,330.421,354.428,362.574,432.07,377.308,373.268,252.862,258.654,275.689,293.226,264.93,365.914,357.09,439.43,NaN,323.024,333.085,500.174,398.582,355.595,394.724,341.909,349.322,439.733,346.468,450.217,305.666,310.614,316.835,396.005,385.844,360.461,355.402,411.48,325.547,332.685,332.083,333.796,420.16,397.722,329.074,407.4,295.337,313.111,360.773,335.751,255.945,286.797,358.776,321.081,259.32,375.965,354.772
432.562,NaN,373.761,354.056,369.451,342.889,412.018,363.196,335.209,310.961,401.981,316.731,496.305,427.925,373.287,396.312,415.122,407.29,346.494,401.919,327.55,347.66,319.712,335.538,296.224,412.763,353.779,330.56,354.697,362.825,432.227,377.655,373.615,252.968,258.865,275.759,293.361,264.972,366.011,357.399,439.553,NaN,323.118,333.509,501.617,399.425,355.777,395.03,342.028,349.485,440.123,346.857,450.258,305.861,310.811,317.292,396.252,386.265,360.726,355.815,411.901,325.702,332.88,332.389,333.911,420.236,398.245,329.39,407.691,295.514,313.32,360.82,335.895,256.638,286.96,358.881,321.182,259.685,376.135,354.886
432.854,NaN,373.958,354.373,369.705,343.266,412.315,363.635,335.42,311.721,402.678,317.136,496.715,428.054,373.516,396.786,415.201,408.146,346.608,402.239,328.004,347.809,320.038,335.865,296.282,413.301,354.023,330.757,354.917,363.024,432.557,377.824,374.229,253.194,259.011,275.804,293.388,265.292,366.155,357.642,439.891,NaN,323.739,333.757,501.804,400.064,356.385,395.213,342.638,349.734,440.726,347.058,450.643,306.141,311.091,317.418,396.449,386.571,360.876,355.898,412.137,325.902,332.967,333.126,334.07,420.626,398.741,329.774,407.857,295.909,313.393,360.901,336.046,256.806,287.173,359.082,321.747,260.023,376.595,354.945
433.105,NaN,374.035,354.844,369.86,343.539,412.985,364.403,335.533,312.039,403.118,317.438,496.85,428.277,374.097,396.849,415.449,408.42,347.059,402.439,328.235,347.929,320.209,336.364,296.469,413.514,354.278,331.358,355.275,363.343,432.927,378.196,374.826,253.293,259.056,276.227,293.5,265.763,366.299,358.05,439.949,NaN,323.983,334.126,502.242,400.502,356.785,395.457,342.86,350.123,441.064,347.236,450.849,306.49,311.238,317.592,396.652,387.34,361.852,356.154,412.464,326.42,333.39,333.349,334.205,420.854,400.799,330.01,408.021,296.5,313.598,361.157,336.217,257.079,287.21,359.349,321.885,260.272,376.749,355.077
433.478,NaN,374.561,355.496,370.024,343.845,413.443,364.666,335.641,312.209,403.516,317.802,497.158,429.005,374.464,397.402,415.856,408.565,347.416,403.972,328.375,348.45,320.388,336.522,296.646,413.841,354.608,331.639,355.75,363.923,433.737,378.426,375.403,253.644,259.264,276.288,293.541,265.91,367.052,359.014,440.183,NaN,324.137,334.277,502.518,400.614,356.862,395.986,342.978,350.351,441.253,347.861,451.178,306.621,311.739,317.718,397.227,387.751,361.918,356.439,412.851,326.689,333.576,333.66,334.262,421.579,401.082,330.383,408.694,296.621,313.969,361.486,336.364,257.584,287.435,360.883,322.527,260.572,377.167,355.126
434.061,NaN,374.766,355.606,370.331,344.041,413.771,365.072,335.806,312.266,403.86,317.982,497.673,429.163,374.626,397.596,415.991,408.952,348.137,404.974,328.944,348.624,320.683,336.873,296.817,413.995,354.789,332.127,356.101,364.07,434.231,378.612,375.928,254.09,259.537,276.675,294.161,265.972,367.181,359.443,440.438,NaN,324.281,334.598,502.873,400.872,357.316,396.381,342.978,350.498,441.413,348.012,451.384,306.756,312.433,318.009,397.321,388.34,362.037,356.586,413.143,326.944,334.156,333.898,334.419,421.764,401.25,330.821,408.948,296.881,314.113,361.62,336.579,257.669,287.827,361.218,322.635,260.634,377.473,355.152
434.425,NaN,375.313,355.968,370.648,344.238,413.879,365.258,336.016,312.44,404.041,318.072,497.82,429.289,375.101,397.754,415.991,409.107,348.638,405.254,329.479,348.756,321.291,337.095,297.124,414.323,354.957,332.249,356.209,364.255,434.64,378.673,376.045,254.189,259.639,276.786,294.267,266.101,367.639,359.563,440.838,NaN,324.483,334.754,503.137,401.805,357.584,397.137,343.193,350.844,441.649,348.238,451.5,307.201,312.674,318.878,397.483,388.658,362.208,357.182,413.748,327.231,334.529,334.755,334.619,421.921,401.873,330.962,409.107,297.194,314.303,361.717,336.877,257.695,287.865,361.454,322.948,260.85,378.111,355.184
434.744,NaN,375.655,356.081,370.852,344.614,414.573,365.38,336.286,312.503,404.519,318.308,498.225,429.397,375.49,397.969,416.19,409.301,349.116,405.442,329.62,348.992,321.445,337.789,297.338,414.493,355.232,332.807,356.411,364.414,434.849,378.864,376.326,254.582,259.732,277.602,294.357,266.171,368.928,359.638,441.43,NaN,324.634,334.84,503.923,402.053,357.985,397.883,343.33,351.018,441.747,348.34,451.801,307.44,312.751,319.131,397.588,388.777,362.29,357.511,413.922,327.484,334.703,334.89,334.686,422.22,402.151,331.175,409.53,297.482,314.425,362.662,337.032,257.963,288.145,361.687,323.039,260.959,378.31,355.737
435.039,NaN,375.843,356.174,371.528,344.913,414.802,365.796,336.516,312.653,404.849,318.506,499.428,430.062,375.683,398.848,416.296,409.713,349.366,405.736,329.905,348.992,321.771,338.344,297.725,414.663,355.356,332.937,356.719,364.653,435.013,379.052,376.593,254.613,259.991,278.097,294.723,266.273,369.095,359.699,441.921,NaN,324.887,335.055,504.076,402.879,358.189,398.917,343.832,351.132,442.396,348.578,452.128,307.686,313.183,319.741,397.74,388.887,362.65,358.564,414.244,327.653,334.949,335.173,335.91,422.502,402.37,331.316,409.642,297.837,314.592,362.815,337.261,258.015,288.24,361.765,323.519,261.174,378.535,356.045
435.548,NaN,376.012,356.35,371.734,345.057,415.134,366.697,336.641,313.108,405.008,319.357,499.759,430.38,375.914,399.159,416.614,409.922,349.618,406.026,329.982,350.175,322.052,338.559,297.878,415.569,355.482,333.253,356.875,364.834,435.191,379.49,376.709,254.737,259.991,278.134,295.479,266.42,369.712,359.922,442.533,NaN,324.973,335.187,504.433,403.096,358.283,399.275,343.895,351.482,442.786,348.71,452.81,307.908,313.281,319.907,398.574,389.05,362.818,358.771,414.521,327.74,335.476,335.301,336.011,423.47,403.503,331.504,410.278,297.97,315.065,363.307,337.367,258.161,288.267,362.052,324.148,261.315,378.727,356.192
436.4,NaN,376.157,356.485,372.062,345.169,415.334,367.473,336.874,313.199,405.311,319.603,499.945,430.731,376.574,399.319,416.765,410.159,349.877,406.174,330.459,350.539,322.211,338.652,298.034,415.858,355.69,333.503,356.955,365.185,435.382,379.705,376.819,255.137,260.121,278.625,295.629,266.978,370.038,360.036,442.77,NaN,325.27,335.428,504.828,403.499,358.675,400.245,344.102,352.009,442.891,348.837,452.939,308.283,313.698,320.281,398.66,389.137,363.159,359.515,414.581,328.318,335.938,335.671,336.458,424.836,403.951,331.708,410.36,298.177,315.487,364.668,337.541,258.263,288.417,362.159,324.637,261.918,379.685,356.447
437.27,NaN,376.663,356.731,372.267,345.39,415.583,367.76,337.022,313.414,405.49,319.85,500.766,431.351,377.428,400.081,417.131,410.251,350.049,406.798,330.539,350.851,322.374,338.957,298.451,416.582,356.206,333.828,357.394,365.544,436.026,379.882,377.126,255.309,260.156,278.761,295.953,267.009,370.545,360.131,443.268,NaN,325.467,335.744,505.295,403.857,358.818,401.005,344.806,352.123,443.883,349.009,453.247,308.451,314.366,320.832,398.859,389.478,363.399,359.918,414.891,328.745,336.075,335.781,336.617,425.198,404.186,331.77,410.61,298.557,315.716,364.968,337.701,258.281,288.77,362.482,324.702,261.995,379.778,356.796
437.465,NaN,376.866,357.054,372.607,345.845,415.752,368.657,337.248,313.629,406.152,319.99,501.026,431.776,377.732,400.32,417.775,410.395,350.752,407.042,330.897,350.964,322.855,339.133,298.879,416.904,356.476,334.216,357.548,365.962,436.644,380.318,377.246,255.977,260.342,279.421,296.108,267.269,370.918,360.307,443.464,NaN,325.585,335.818,505.543,404.271,359.624,401.568,345.063,352.316,444.022,349.229,453.545,308.715,314.574,321.533,399.069,389.785,364.179,360.107,415.757,328.848,336.166,336.175,336.759,425.483,404.335,332.483,410.771,298.813,315.763,365.25,337.757,258.35,289.127,362.579,325.063,262.101,379.922,356.899
437.82,NaN,376.926,357.675,372.957,345.977,416.253,368.77,337.368,313.896,406.602,319.99,501.309,432.047,377.932,401.476,419.14,410.71,350.99,407.437,331.143,351.655,323.067,339.265,299.259,417.326,356.684,334.566,358.118,366.224,437.726,380.736,377.454,256.234,260.529,279.499,296.503,267.405,371.58,360.443,443.523,NaN,325.672,335.948,506.433,404.675,360.102,401.665,345.173,352.416,445.544,349.506,453.62,308.932,314.856,321.909,399.388,390.503,364.377,360.656,416.127,328.931,336.322,336.564,336.883,427.004,404.927,332.648,411.044,299.04,315.85,365.612,338.02,258.411,289.302,363.149,325.232,262.174,380.253,357.098
438.117,NaN,377.161,357.87,373.192,346.092,416.566,369.184,337.73,314.244,407.065,320.303,501.514,432.705,378.244,402.356,419.314,411.526,350.99,407.589,331.323,351.798,323.234,340.123,299.666,417.929,356.971,334.763,358.271,366.563,438.373,380.852,377.505,256.335,260.574,279.543,296.571,268.008,371.826,360.806,443.847,NaN,325.8,336.19,506.824,404.802,360.234,402.017,345.481,352.661,446.215,350.05,453.857,309.022,314.96,321.99,399.82,390.96,364.614,360.931,416.829,329.094,336.641,336.693,337.424,427.224,405.279,332.784,411.269,299.539,315.925,365.992,338.197,258.545,289.659,363.242,325.437,262.223,380.315,358.054
