U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,959.149,NaN,970.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,993.794,NaN,922.018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,786.023,781.235,835,929.915,830.472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,966.686,997.871,992.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,946.368,961.558,NaN,NaN,778.235,914.368,NaN,997.848,830.19,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,959.218,NaN,970.668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,993.852,NaN,922.415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,786.119,781.281,835.172,930.023,830.674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,966.78,998.187,992.779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,946.666,962.033,NaN,NaN,778.253,914.492,NaN,997.878,830.217,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,959.893,NaN,970.969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,993.936,NaN,922.658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,786.398,781.377,835.396,930.145,830.731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,966.938,998.431,992.923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,947.024,962.116,NaN,NaN,778.399,914.661,NaN,998.061,830.513,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,960.197,NaN,971.068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,994.187,NaN,923.099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,786.584,781.474,835.549,930.241,830.966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,967.223,998.566,993.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,947.285,962.969,NaN,NaN,778.666,914.719,NaN,998.537,830.771,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,960.741,NaN,971.218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,994.263,NaN,923.825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,786.815,781.524,835.574,930.493,831.169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,967.623,998.915,993.255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,947.659,962.995,NaN,NaN,778.693,914.956,NaN,998.573,830.977,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,960.992,NaN,971.796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,994.427,NaN,925.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,786.999,781.675,836.261,930.565,831.511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,967.731,999.114,993.441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,948.242,963.026,NaN,NaN,778.774,915.23,NaN,998.931,830.977,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,960.992,NaN,972.168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,994.546,NaN,925.181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,787.151,781.853,836.356,930.682,831.797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,967.869,999.48,993.702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,949.005,963.635,NaN,NaN,778.831,915.749,NaN,999.224,831.134,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,961.285,NaN,972.369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,994.849,NaN,925.341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,787.212,782.071,836.419,930.773,832.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,967.936,999.546,993.903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,949.245,963.713,NaN,NaN,779.262,915.881,NaN,999.269,831.279,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,961.548,NaN,972.494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,995.166,NaN,925.413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,787.309,782.112,836.744,931.074,832.408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,968.097,NaN,995.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,949.608,964.787,NaN,NaN,779.589,916.185,NaN,999.471,831.38,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,961.779,NaN,972.695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,995.506,NaN,925.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,787.364,782.176,836.978,932.054,832.716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,968.267,NaN,995.311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,949.797,965.028,NaN,NaN,779.796,916.213,NaN,999.913,831.692,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,962.282,NaN,972.764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,995.764,NaN,925.643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,787.565,782.253,837.345,932.214,832.792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,968.464,NaN,996.024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,949.87,965.125,NaN,NaN,779.936,916.368,NaN,NaN,831.94,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,962.462,NaN,973.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,997.183,NaN,925.944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,787.84,782.433,837.433,932.36,833.211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,968.775,NaN,996.157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,950.225,965.322,NaN,NaN,780.2,916.509,NaN,NaN,832.132,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,962.608,NaN,973.333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,997.445,NaN,926.277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,788.384,782.47,838.061,932.5,833.406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,968.94,NaN,996.314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,950.595,965.408,NaN,NaN,780.328,916.774,NaN,NaN,832.315,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,962.711,NaN,973.422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,997.83,NaN,926.453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,788.514,782.576,838.264,932.996,833.825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,969.519,NaN,996.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,951.103,965.46,NaN,NaN,780.396,916.933,NaN,NaN,832.424,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,962.796,NaN,973.995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,998.096,NaN,926.668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,789.37,782.669,838.546,933.487,833.854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,969.67,NaN,996.733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,951.288,965.581,NaN,NaN,780.495,916.987,NaN,NaN,832.641,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,963.128,NaN,974.374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,998.296,NaN,927.119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,789.547,782.942,838.677,933.547,833.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,969.807,NaN,996.958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,951.492,966.193,NaN,NaN,780.672,917.084,NaN,NaN,832.934,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,963.213,NaN,974.518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,998.466,NaN,927.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,789.621,783.283,838.884,933.864,834.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,970.063,NaN,997.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,951.701,966.507,NaN,NaN,780.752,917.419,NaN,NaN,833.128,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,963.401,NaN,974.862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,998.581,NaN,927.915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,789.818,783.724,839.107,934.009,834.372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,970.215,NaN,997.241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,952.083,966.683,NaN,NaN,780.805,917.605,NaN,NaN,833.227,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,963.692,NaN,975.009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,998.745,NaN,928.634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,789.997,784.303,839.486,934.211,834.493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,970.314,NaN,997.821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,952.207,966.72,NaN,NaN,781.638,917.683,NaN,NaN,833.456,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,963.839,NaN,975.156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,998.949,NaN,928.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,790.145,784.339,839.755,934.359,834.537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,970.985,NaN,998.203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,952.526,966.827,NaN,NaN,781.684,917.953,NaN,NaN,833.571,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,964.224,NaN,975.494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,999.757,NaN,929.302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,790.975,784.412,840.134,934.575,834.947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,971.189,NaN,998.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,952.836,966.86,NaN,NaN,781.712,918.29,NaN,NaN,833.836,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,964.329,NaN,975.774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,999.946,NaN,929.504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,791.949,784.682,840.159,935.173,835.033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,971.452,NaN,998.698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,953.011,967.372,NaN,NaN,781.753,918.407,NaN,NaN,833.881,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,964.527,NaN,975.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,930.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,792.507,784.85,840.396,936.268,835.147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,972.018,NaN,998.834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,953.142,967.772,NaN,NaN,781.944,918.483,NaN,NaN,834.037,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,964.64,NaN,976.239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,930.232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,792.772,785.186,840.468,936.371,835.217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,972.684,NaN,998.948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,953.539,967.927,NaN,NaN,782.11,918.795,NaN,NaN,834.115,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,964.816,NaN,976.345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,930.493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,792.815,785.236,840.537,936.856,835.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,973.233,NaN,999.661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,953.704,968.21,NaN,NaN,782.402,918.864,NaN,NaN,834.234,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,965.105,NaN,976.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,930.848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,792.878,785.728,840.616,937.267,835.784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,973.336,NaN,999.854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,953.802,968.334,NaN,NaN,782.5,918.987,NaN,NaN,834.809,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,965.827,NaN,976.901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,931.091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,793.031,785.825,841.05,937.473,835.914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,973.547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,953.989,968.478,NaN,NaN,782.544,919.496,NaN,NaN,834.999,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,965.898,NaN,977.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,931.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,793.276,785.887,841.913,937.497,835.963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,973.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,954.266,968.622,NaN,NaN,782.772,919.53,NaN,NaN,835.181,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,966.013,NaN,977.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,932.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,794.089,786.054,841.976,938.043,836.015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,974.021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,954.522,968.864,NaN,NaN,783.487,919.603,NaN,NaN,836.208,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,966.513,NaN,977.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,932.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,794.126,786.226,842.598,938.471,836.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,974.169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,954.887,969.123,NaN,NaN,783.817,919.776,NaN,NaN,836.246,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,966.698,NaN,977.762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,932.686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,794.277,786.447,842.692,938.621,836.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,974.344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,955.028,969.481,NaN,NaN,783.987,919.868,NaN,NaN,836.366,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,966.951,NaN,978.355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,932.826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,794.318,786.536,843.024,938.822,836.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,974.423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,955.289,969.737,NaN,NaN,784.037,920.602,NaN,NaN,836.439,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,967.118,NaN,978.487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,933.033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,794.51,786.586,843.235,939.017,836.687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,974.856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,955.51,969.778,NaN,NaN,784.161,920.787,NaN,NaN,836.727,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,967.296,NaN,979.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,933.224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,794.694,786.75,843.675,939.508,836.724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,975.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,955.793,969.978,NaN,NaN,784.818,922.443,NaN,NaN,836.759,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,967.532,NaN,979.249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,933.715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,794.861,786.968,843.736,939.764,836.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,975.846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,956.036,969.978,NaN,NaN,784.847,922.541,NaN,NaN,836.993,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,968.119,NaN,980.141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,933.803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,794.953,787.044,843.798,940.09,836.902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,975.968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,956.383,970.014,NaN,NaN,785.04,922.654,NaN,NaN,837.607,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,968.51,NaN,980.399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,934.279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,794.982,787.141,843.949,940.601,837.156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,976.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,956.609,970.078,NaN,NaN,785.581,923.017,NaN,NaN,837.718,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,968.704,NaN,980.553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,934.398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,795.108,787.588,844.305,941.08,837.694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,976.153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,956.798,970.117,NaN,NaN,785.693,923.38,NaN,NaN,837.805,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,968.908,NaN,981.206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,934.592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,795.148,787.688,844.34,941.519,837.935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,976.262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,956.999,971.134,NaN,NaN,785.786,923.601,NaN,NaN,837.865,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,969.361,NaN,981.452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,934.753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,795.469,787.719,844.403,941.672,838.355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,976.456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,957.356,972.059,NaN,NaN,786.362,923.97,NaN,NaN,838.188,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,969.559,NaN,982.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,935.025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,795.656,787.812,844.652,941.981,838.404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,976.648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,957.852,972.22,NaN,NaN,786.497,924.128,NaN,NaN,838.902,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,969.778,NaN,982.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,935.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,795.7,788.365,844.725,942.11,838.505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,977.089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,958.398,972.404,NaN,NaN,786.561,924.411,NaN,NaN,839.519,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,969.949,NaN,983.576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,935.356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,795.958,788.471,844.864,942.412,838.834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,977.152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,959.05,973.979,NaN,NaN,786.695,924.653,NaN,NaN,839.937,NaN,NaN
