U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80
91.94,NaN,507.96,540.488,74.227,217.911,80.984,74.107,70.363,51.37,NaN,52.739,109.148,85.625,91.99,89.161,94.816,82.866,69.882,77.801,70.749,76.991,56.728,64.569,205.683,79.76,88.725,73.627,79.432,462.734,104.393,71.849,61.252,65.898,41.345,41.688,57.292,50.61,74.054,66.755,93.348,520.789,60.394,69.282,113.738,224.643,64.237,84.292,73.91,74.624,87.985,63.934,NaN,54.899,56.267,70.15,73.086,518.175,70.616,71.234,78.261,53.777,280.186,68.963,79.774,84.391,84.504,52.927,NaN,150.728,66.142,68.081,69.043,48.553,48.401,76.879,55.516,46.776,67.802,74.438
92.156,NaN,515.113,540.617,74.526,218.773,81.876,74.396,70.505,51.493,NaN,52.855,109.342,85.91,91.99,89.311,96.196,83.211,69.992,78.252,71.32,77.318,56.909,64.854,207.95,80.023,89.206,73.741,80.908,464.065,104.459,72.168,61.359,65.982,41.546,42.059,57.515,51.155,74.113,67.095,93.656,523.784,60.622,69.454,114.088,225.61,64.385,84.723,74.439,75.171,88.321,64.255,NaN,55.161,56.603,70.52,73.503,519.66,70.801,71.402,78.393,54.032,283.454,69.439,80.232,84.936,84.777,53.111,NaN,151.542,66.405,68.751,69.166,48.62,48.445,77.733,55.759,47.132,68.64,74.508
92.762,NaN,515.692,542.34,74.707,220.484,82.079,74.722,70.88,51.619,NaN,53.079,109.533,86.249,92.575,89.446,96.29,83.662,69.992,78.362,71.835,77.446,57.012,65.13,208.883,80.125,89.563,73.93,81.802,465.35,104.583,72.632,61.502,66.098,41.596,42.172,57.621,51.466,74.289,67.137,93.781,526.212,60.731,69.509,114.603,225.742,64.668,85.078,74.691,75.386,88.729,64.37,NaN,55.374,56.783,70.756,75.018,520.391,71.085,72.066,78.747,54.224,285.937,69.676,80.626,85.081,84.99,53.214,NaN,151.67,66.571,68.875,69.288,48.664,48.696,77.915,55.845,47.508,68.842,74.58
93.076,NaN,516.633,545.671,75.04,220.945,82.414,75.268,71.107,52.02,NaN,53.253,110.176,86.358,92.833,89.595,96.569,84.354,70.226,78.821,71.991,78.236,57.15,65.284,209.151,80.667,89.626,74.012,82.025,467.956,104.803,72.954,61.562,66.237,41.688,42.376,57.79,51.699,74.374,67.246,94.019,526.602,61.071,70.518,114.909,226.46,64.777,85.246,75.215,75.484,89.266,64.468,NaN,55.536,57.022,70.872,75.197,525.657,71.416,72.357,78.883,54.513,287.963,70.028,80.757,85.432,85.635,53.371,NaN,152.32,66.64,69.218,69.298,49.001,48.825,77.937,56.148,47.526,69.231,74.652
94.069,NaN,522.494,546.307,75.336,222.349,82.532,75.655,71.155,52.218,NaN,53.413,110.378,86.743,93.077,90.056,96.978,84.478,70.758,78.918,71.991,78.351,57.408,65.402,209.972,81.503,90.585,74.115,82.153,469.479,104.848,73.523,61.655,66.279,41.77,42.595,58.084,51.943,74.534,67.571,94.33,530.354,61.303,70.602,115.76,226.629,65.126,85.525,75.814,76.028,90.559,64.678,NaN,55.843,57.287,71.384,75.481,526.992,71.478,72.494,79.033,54.823,288.718,70.156,80.848,85.616,86.269,53.618,NaN,152.682,67.029,69.526,69.368,49.186,48.941,78.362,56.556,47.878,69.303,74.897
94.414,NaN,525.373,546.545,75.741,224.357,82.629,75.757,71.428,52.495,NaN,53.598,110.565,86.822,93.93,90.176,97.467,84.739,70.9,79.071,72.62,78.815,57.847,65.634,210.906,81.797,90.885,74.22,82.3,470.081,105.206,73.599,61.765,66.599,41.933,42.759,58.75,52.12,74.649,67.817,94.489,531.353,61.402,70.791,115.978,227.006,65.239,85.706,76.115,76.314,90.663,64.774,NaN,56.008,57.419,71.527,76.145,528.6,71.646,72.881,79.221,55.174,291.766,70.207,81.015,85.917,86.82,53.792,NaN,153.12,67.102,69.747,69.493,49.304,48.979,78.828,56.756,48.278,69.542,74.958
94.937,NaN,532.849,547.827,75.875,226.234,82.882,76.115,71.897,52.852,NaN,53.721,111.063,86.99,94.191,90.488,97.878,84.978,71.156,79.409,73.078,78.911,57.926,66.258,211.387,82.297,91.227,74.382,82.495,470.486,105.234,73.993,61.943,66.782,42.324,42.948,58.841,52.469,75.05,67.96,94.578,533.995,61.538,70.9,115.978,229.917,65.463,86.016,76.47,76.603,91.323,64.895,NaN,56.322,57.999,71.861,76.942,533.388,71.972,73.714,79.316,55.376,292.065,70.82,81.254,86.206,87.381,53.964,NaN,153.372,67.187,70.177,69.675,49.367,48.979,79.149,56.806,48.571,70.022,75.06
95.169,NaN,533.008,548.644,76.061,226.522,83.174,76.213,72.319,52.913,NaN,53.844,111.206,86.99,94.49,90.791,98.22,85.086,71.324,79.833,73.198,79.01,58.215,66.45,212.089,82.508,91.602,74.643,83.204,470.678,105.489,73.993,62.355,66.958,42.37,42.992,59.204,52.975,75.369,68.925,94.923,535.325,61.647,71.188,116.358,230.22,65.629,86.227,76.613,76.814,91.475,65.112,NaN,56.436,58.219,72.151,77.067,535.313,72.267,74,79.479,55.601,292.279,70.988,81.522,86.521,87.73,54.094,NaN,153.754,67.345,70.288,69.769,49.681,49.023,79.186,56.878,48.651,70.328,75.379
95.445,NaN,533.784,548.83,76.472,227.602,83.397,76.765,72.489,53.075,NaN,53.895,111.318,87.126,94.678,91.182,99.373,85.469,71.73,80.33,73.36,79.314,58.559,66.653,212.405,82.816,91.973,74.834,83.334,471.801,105.932,74.017,62.551,66.975,42.397,42.992,59.223,53.094,75.614,69.105,95.27,539.284,61.836,71.402,117.455,230.782,65.782,86.402,76.765,77.19,91.832,65.296,NaN,56.565,58.386,72.402,77.64,541.315,72.59,74.497,79.987,55.68,292.678,71.082,82.027,86.826,87.951,54.267,NaN,154.198,67.648,70.53,69.929,49.83,49.273,79.255,57.034,48.724,70.987,75.714
95.653,NaN,534.318,550.095,76.526,227.751,83.537,77.316,72.74,53.191,NaN,53.949,111.567,87.244,94.859,91.508,100.098,86.17,71.822,80.412,74.181,79.5,58.832,66.856,214.24,83.201,92.477,74.911,83.591,476.005,106.886,74.033,62.708,67.21,42.421,43.079,59.246,53.407,75.782,69.264,95.565,540.39,62.054,71.647,117.901,231.198,65.88,86.55,77.441,77.313,92.051,65.451,NaN,56.669,58.682,72.523,77.797,544.219,72.695,75.189,80.295,55.779,294.476,71.22,82.353,87.332,88.138,54.368,NaN,154.98,67.914,70.887,69.971,49.956,49.501,79.557,57.111,48.925,71.079,76.078
95.819,NaN,534.659,553.921,76.632,229.467,83.667,77.429,72.888,53.558,NaN,54.135,112.467,88.059,95.186,91.852,100.302,86.236,71.941,80.798,74.48,79.633,59.139,66.967,214.486,83.43,92.62,75.17,83.818,476.779,106.956,74.495,63.043,67.305,42.529,43.399,59.428,53.565,75.833,69.314,95.777,541.585,62.207,72.211,118.45,231.371,66.023,87.097,77.534,77.428,92.489,65.56,NaN,56.913,59.212,72.839,78.346,545.521,73.057,75.512,80.57,55.906,296.186,71.397,82.484,87.77,88.466,54.705,NaN,155.959,67.973,71.155,70.008,50.08,49.594,79.746,57.146,48.995,71.229,76.158
96.18,NaN,536.405,555.736,76.945,230.145,83.844,77.66,73.062,53.673,NaN,54.301,112.833,88.148,95.34,92.212,100.386,86.322,72.204,81.245,74.718,79.826,59.638,67.19,215.117,83.717,92.772,75.332,84.466,477.551,107.148,74.594,63.105,67.457,42.99,43.424,60.017,53.941,76.066,69.568,97.187,543.121,62.406,72.478,118.811,232.478,66.107,87.344,77.729,77.737,92.688,66.236,NaN,57.024,59.487,73.248,78.567,545.756,73.401,76.03,80.874,56.238,296.724,71.534,82.776,88.281,88.756,54.765,NaN,156.366,68.417,71.328,70.271,50.303,49.643,79.863,57.327,49.166,71.924,76.395
96.267,NaN,539.127,557.223,77.112,230.604,83.913,77.96,73.318,53.891,NaN,54.352,113.296,88.975,95.474,92.433,100.543,86.79,72.416,81.397,74.885,80.429,59.789,67.357,215.849,83.88,92.962,75.606,84.552,477.843,107.889,74.738,63.563,67.647,42.99,43.459,60.512,54.328,77.111,69.739,97.301,543.724,62.633,72.594,119.691,233.474,66.264,87.453,77.911,77.878,92.866,66.345,NaN,57.11,59.558,73.586,78.864,546.162,73.975,76.127,81.271,56.564,297.647,71.848,83.07,88.534,88.926,54.923,NaN,156.727,68.458,71.678,70.379,50.384,49.718,79.935,57.371,49.313,71.978,76.639
96.475,NaN,539.572,557.757,77.283,230.797,84.233,78.25,73.905,53.975,NaN,54.504,114.239,89.084,96.17,92.594,101.043,87.183,72.582,81.87,75.06,80.787,60.072,67.626,215.965,84.096,93.544,75.888,84.741,479.411,108.912,75.05,64.038,67.981,43.119,43.519,60.562,54.953,77.834,69.889,97.746,544.079,62.821,72.778,120.262,233.7,66.65,88.196,78.954,78.146,93.188,66.406,NaN,57.289,59.65,73.896,79.058,548.152,74.375,76.279,81.497,56.729,297.855,72.304,83.513,88.706,89.09,55.264,NaN,157.295,68.617,71.832,71.185,50.447,49.822,80.014,57.812,49.354,71.978,77.311
96.661,NaN,539.747,559.202,77.449,231.214,84.864,78.956,74.092,54.162,NaN,54.7,114.467,89.445,96.369,92.877,101.755,87.411,73.084,82.159,75.464,80.977,60.545,68.113,216.283,84.38,94.036,76.063,85.463,480.084,110.926,75.39,64.103,68.291,43.218,43.711,60.709,55.05,78.099,70.126,98.6,544.795,63.045,72.93,120.804,234.143,66.751,88.392,79.931,78.348,93.377,66.655,NaN,57.361,60.345,74.421,79.17,549.056,74.497,76.495,81.73,56.921,299.822,72.528,83.966,88.912,89.393,55.485,NaN,158.388,68.718,72.059,71.212,50.656,49.852,80.07,58.157,49.684,72.132,77.672
96.83,NaN,540.068,568.795,77.666,231.466,85.199,79.083,74.48,54.299,NaN,54.909,114.632,89.734,96.518,93.091,101.889,87.962,73.262,82.423,75.861,81.134,60.737,68.29,217.896,84.643,94.175,76.627,85.643,482.422,110.961,75.526,64.528,68.626,43.379,43.874,60.866,55.207,78.418,70.23,98.738,545.034,63.145,73.231,120.986,236.063,66.971,88.661,80.228,78.576,93.501,66.719,NaN,57.684,60.466,74.639,79.307,549.682,74.601,76.932,81.932,57.018,302.65,72.931,84.21,89.364,89.735,55.674,NaN,159.031,68.842,72.124,71.532,50.789,49.953,80.393,58.233,49.731,72.484,77.723
97.315,NaN,540.273,570.364,77.769,231.604,85.311,79.463,74.647,54.501,NaN,55.096,115.243,89.824,97.017,94.049,102.065,88.207,73.643,82.643,76.068,81.644,60.912,68.503,218.26,85.191,94.58,77.108,85.899,482.704,111.128,75.551,64.819,68.913,43.619,43.963,60.966,55.715,78.465,70.779,99.003,545.384,63.225,73.479,121.043,236.684,67.203,89.054,80.388,78.764,93.728,67.237,NaN,57.777,60.657,74.806,79.534,552.14,74.652,77.183,82.063,57.359,303.201,73.079,84.707,89.474,90.195,55.769,NaN,159.107,68.905,72.252,71.807,50.915,50.497,80.628,58.314,49.773,72.612,77.94
97.542,NaN,544.875,573.25,78.081,232.457,85.443,79.917,74.845,54.904,NaN,55.351,115.548,89.991,97.122,94.191,103.035,88.956,73.911,82.748,76.202,81.87,61.004,68.561,218.499,85.309,94.885,77.445,86.106,483.994,112.068,75.583,65.105,69.285,43.744,44.021,61.114,55.817,78.602,71.123,99.918,545.89,63.706,73.71,121.309,237.131,67.384,89.151,80.623,79.294,94.144,67.411,NaN,58.028,60.992,75.205,79.773,553.898,74.796,77.374,82.503,57.434,303.424,73.169,84.783,90.317,90.566,55.902,NaN,159.346,69.189,72.392,72.601,51.833,51.231,81.234,58.451,49.818,72.643,78.03
97.692,NaN,546.962,573.589,78.245,232.863,85.539,80.019,75.177,55.003,NaN,55.552,116.28,89.991,97.214,94.327,103.341,89.078,74.101,83.139,76.414,82.05,61.617,68.69,218.775,85.459,95.129,77.917,86.159,484.263,112.366,75.788,65.26,69.446,44.256,44.458,61.239,55.984,78.749,71.16,101.036,548.161,63.909,73.997,121.818,237.749,67.499,89.313,80.806,79.459,94.334,67.533,NaN,58.19,61.298,75.806,80.614,556.226,74.919,77.634,83.21,57.542,306.355,73.46,85.001,90.583,90.732,56.083,NaN,159.682,69.388,73.121,72.631,51.927,51.344,81.674,58.57,50.055,72.932,78.323
98.036,NaN,548.85,575.124,78.41,232.986,86.147,80.448,75.87,55.093,NaN,55.688,116.904,90.359,97.285,94.483,103.488,89.461,74.483,83.363,76.535,82.986,61.952,68.915,220.272,85.705,95.287,78.096,87.176,488.507,113.843,76.065,65.327,69.681,44.354,44.565,61.839,56.378,78.839,71.332,101.111,549.279,64.67,74.085,122.743,239.187,67.678,89.592,81.017,79.618,94.537,67.766,NaN,58.333,61.463,76.114,81.255,557.595,75.196,77.716,83.772,57.747,307.361,73.722,85.28,90.802,91.547,56.208,NaN,159.79,69.622,73.286,72.683,51.993,51.714,81.907,58.596,50.076,73.14,78.486
98.638,NaN,549.946,580.297,78.744,233.672,86.799,80.7,76.001,55.25,NaN,55.839,117.707,90.522,97.397,94.918,103.685,89.765,75.065,83.47,76.638,83.365,62.637,69.121,220.477,85.95,95.455,79.448,87.347,490.87,113.903,76.226,65.608,69.836,44.525,44.797,61.906,56.451,78.876,72.105,101.323,550.445,64.785,74.236,123.496,240.405,68.181,90.271,81.23,80.205,95.254,67.892,NaN,58.596,61.642,76.299,81.523,559.569,75.483,77.924,84.285,58.027,307.477,73.97,85.629,91.029,91.631,56.645,NaN,160.204,69.831,74.14,72.834,52.032,51.969,82.273,58.922,50.156,73.446,78.609
98.753,NaN,551.168,580.627,79.454,234.453,87.967,80.827,76.352,55.512,NaN,55.972,118.428,90.815,97.614,94.999,104.362,89.899,75.186,83.851,76.95,83.528,62.82,69.203,222.373,86.154,95.66,79.654,87.607,492.456,114.602,76.289,66.007,70.008,44.67,45.12,62.173,56.734,79.265,72.504,101.735,553.08,65.091,74.629,123.631,240.921,68.467,90.394,81.284,80.253,95.988,68.223,NaN,58.732,61.726,76.456,81.762,559.857,75.723,78.014,84.47,58.238,308.148,74.254,85.827,91.198,91.799,56.707,NaN,161.32,70.095,74.359,72.897,52.064,52.623,82.493,59.027,50.197,74.066,78.974
99.086,NaN,551.734,581.881,80.136,235.625,88.102,81.263,76.814,55.97,NaN,56.125,118.599,92.122,98.239,95.152,104.554,90.431,75.29,84.219,77.076,83.842,62.914,69.542,223.642,86.275,95.87,79.752,88.074,500.755,114.837,76.535,66.682,70.233,44.883,45.608,62.351,56.91,79.662,73.155,101.876,554.781,65.185,74.807,124.103,241.315,68.656,90.55,81.416,80.58,96.181,68.477,NaN,58.936,61.842,76.62,81.889,560.476,75.972,78.239,84.585,58.376,309.993,74.435,86.026,91.401,92.139,56.923,NaN,162.063,70.367,75.004,73.203,52.246,52.913,82.543,59.278,50.254,74.803,79.429
99.239,NaN,553.204,584.156,80.394,237.355,88.476,81.559,76.935,56.169,NaN,56.266,119.587,92.499,99.435,96.08,104.694,91.109,76.072,84.98,77.314,84.07,63.223,69.672,225.196,86.42,96.223,80.13,88.232,501.918,115.001,76.587,66.765,70.451,44.925,45.684,62.84,57.205,79.842,73.629,102.637,560.282,65.449,75,124.267,244.746,68.874,90.741,81.515,80.815,96.958,68.616,NaN,59.106,62.143,76.693,82.142,564.097,76.019,79.051,84.985,58.527,310.633,74.504,86.476,92.018,92.416,57.013,NaN,162.282,70.508,75.223,73.322,52.598,53.03,82.612,59.699,50.327,74.878,79.623
99.683,NaN,554.419,588.239,80.63,238.108,88.737,81.821,77.274,56.366,NaN,56.407,120.031,92.6,99.574,96.417,105.255,91.181,76.137,85.283,77.717,84.212,63.31,69.896,227.284,86.504,96.975,80.388,88.826,505.433,115.084,76.87,67.222,70.767,44.964,45.937,62.914,57.282,79.877,73.741,103.261,560.589,65.636,75.157,124.602,245.141,69.213,90.894,81.671,81.095,97.263,68.774,NaN,59.213,62.202,76.977,82.387,564.694,76.425,79.251,85.154,58.786,310.916,74.645,86.559,92.105,92.649,57.197,NaN,162.573,70.541,75.817,73.52,52.933,53.568,82.841,59.976,50.484,75.256,80.304
99.934,NaN,554.79,588.931,80.817,238.399,88.903,82.219,77.451,56.553,NaN,56.544,121.131,92.745,99.852,96.508,105.953,91.373,76.246,86.219,77.906,84.497,63.56,70.111,228,87.321,97.323,80.567,88.944,508.579,115.609,77.3,67.593,71.09,45.109,45.989,63.096,57.405,80.083,74.114,103.66,560.794,65.765,75.37,125.136,245.924,69.468,91.041,81.895,81.249,97.505,68.861,NaN,59.281,62.329,76.977,82.552,567.41,76.633,79.528,85.319,59.123,313.95,74.893,86.733,92.41,92.805,57.292,NaN,162.903,71.193,76.12,73.589,53.225,54.042,83.136,59.976,50.569,75.379,80.583
100.048,NaN,561.406,590.068,81.322,239.072,88.963,82.61,77.698,56.66,NaN,56.779,121.711,93.362,100.016,96.818,106.046,92.32,76.99,86.464,78.395,84.615,63.655,70.307,228.781,87.581,97.468,80.731,89.094,509.676,116.104,77.351,67.829,71.194,45.131,46.42,63.216,57.514,80.24,74.892,103.835,562.229,66.067,75.587,125.353,247.124,69.741,91.182,82.322,81.51,97.666,69.213,NaN,59.528,62.483,77.449,82.873,569.88,76.751,79.815,85.418,59.262,316.318,75.21,86.833,93.411,92.99,57.816,NaN,163.016,71.426,76.616,73.65,53.241,54.105,83.372,60.15,50.767,75.989,81.056
100.316,NaN,563.128,596.588,81.639,239.758,89.25,82.806,78.048,56.914,NaN,56.919,121.893,93.742,100.245,97.265,106.285,92.394,76.99,86.558,78.741,84.721,63.81,70.544,228.879,87.81,97.549,81.875,89.437,510.535,116.287,77.668,68.227,71.312,45.309,46.499,63.429,57.696,80.391,75.19,104.058,564.101,66.12,75.704,125.779,247.861,70.106,91.755,82.427,81.787,97.791,69.292,NaN,59.729,62.621,78.218,83.049,570.007,76.903,80.033,85.631,59.414,316.996,75.431,87.279,93.829,93.354,58,NaN,163.519,71.502,76.768,74,53.318,54.145,83.904,60.994,50.906,76.105,81.254
100.687,NaN,565.346,606.878,82.05,240.812,89.353,82.887,78.385,57.012,NaN,57.01,122.591,94.271,100.456,98.462,106.877,92.601,77.777,86.731,78.906,84.973,63.996,70.893,229.175,87.938,98.106,82.045,90.04,511.525,116.366,77.989,68.295,71.5,45.56,46.681,63.482,57.846,80.759,75.266,104.253,571.475,66.527,76.499,126.637,249.113,70.487,92.102,82.605,81.912,98.545,69.657,NaN,59.809,62.797,78.6,83.218,570.922,77.427,80.253,85.788,60.011,318.018,76.138,87.415,93.996,93.661,58.053,NaN,163.741,71.521,77.453,74.059,53.416,54.287,84.006,61.073,51.194,76.395,81.819
100.898,NaN,567.96,607.934,82.301,241.525,89.468,83.19,78.504,57.281,NaN,57.268,123.046,94.437,100.812,98.794,107.082,92.746,78.049,86.933,79.231,85.276,64.007,71.205,230.345,88.062,98.334,82.588,90.786,512.909,116.791,78.473,68.622,72.07,45.607,47.074,63.657,57.969,81.085,76.25,104.551,574.328,66.628,76.926,127.262,250.2,70.728,92.316,82.786,82.435,98.901,69.799,NaN,60.002,63.116,78.819,83.39,575.126,77.539,80.392,85.901,60.117,318.427,76.445,87.643,94.409,93.966,58.228,NaN,164.014,71.632,77.491,74.25,53.497,54.368,84.036,61.65,51.498,76.421,81.997
101.057,NaN,568.75,609.034,82.466,242.359,90.26,83.424,78.806,57.413,NaN,57.416,123.302,94.616,100.923,99.224,107.228,92.86,78.251,87.363,79.35,85.631,64.199,71.378,230.615,88.326,98.509,82.729,90.975,514.066,117.935,78.514,68.661,72.238,45.664,47.175,63.687,58.055,81.132,76.34,104.795,576.487,67.136,77.148,127.546,252.783,70.819,92.862,82.863,82.556,99.268,69.934,NaN,60.464,63.24,79.105,83.697,575.738,78.074,80.608,86.134,60.241,319.231,76.598,87.919,94.642,94.891,59.119,NaN,164.56,71.679,77.73,74.747,53.54,54.45,84.116,61.761,51.624,76.504,82.13
101.449,NaN,570.17,609.393,82.596,242.898,90.437,83.554,79.117,57.589,NaN,57.632,124.007,95.053,101.064,99.734,107.629,92.945,78.349,87.712,79.903,85.841,64.351,71.442,230.795,88.546,98.602,82.828,91.72,514.397,117.992,78.637,69.3,72.304,45.861,47.323,63.967,58.262,81.392,76.406,104.942,581.696,67.211,77.548,128.246,253.165,71.075,93.203,83.001,83.03,99.586,70.512,NaN,60.65,63.53,79.534,84.291,576.423,78.223,80.878,86.462,60.637,320.159,76.946,88.144,94.872,95.03,59.322,NaN,165.413,71.954,77.846,74.876,53.633,54.6,84.24,62.415,51.728,77.532,82.365
101.754,NaN,573.753,611.845,82.821,243.778,90.986,83.903,79.222,57.83,NaN,57.833,124.258,95.455,101.12,100.779,108.066,93.857,78.582,88.087,79.999,86.426,64.574,71.881,231.597,88.733,98.657,82.997,91.839,515.737,117.992,79.513,69.598,72.561,45.946,47.554,64.836,58.486,81.648,76.631,105.429,583.523,67.29,77.711,128.392,254.213,71.409,93.342,83.218,83.213,100.415,70.633,NaN,61.25,63.77,79.599,84.573,580.465,78.724,81.079,86.991,60.821,322.317,77.044,89.042,95.648,95.623,59.396,NaN,165.799,72.276,78.095,75.048,53.88,54.703,84.471,62.497,52.161,77.599,82.741
101.886,NaN,574.542,612.609,83.181,244.055,91.071,85.176,79.442,57.906,NaN,58.067,124.581,95.72,101.596,100.84,108.228,93.96,78.912,88.253,80.208,86.716,64.731,72.139,231.843,88.817,99.151,83.177,91.962,516.415,118.627,79.939,70.091,72.649,46.12,47.613,64.889,58.577,81.859,76.994,105.697,584.726,67.529,77.872,128.702,254.643,71.831,93.678,83.682,83.634,100.557,70.785,NaN,61.375,63.903,79.869,84.975,587.977,78.876,81.277,87.378,60.913,322.873,77.306,89.262,95.867,95.917,59.525,NaN,166.58,72.41,78.155,75.371,54.045,55.176,84.517,62.622,52.246,77.649,83.172
102.24,NaN,578.452,618.24,83.504,245.878,91.387,85.259,79.884,58.063,NaN,58.248,125.24,96.7,101.761,101.164,108.759,94.106,79.043,88.488,80.364,86.98,64.934,72.571,233.764,89.921,99.425,83.369,92.148,516.787,119.778,80.669,70.484,72.837,46.26,47.68,64.976,58.588,81.964,77.5,105.853,584.982,67.811,78.01,129.035,254.998,72.01,94.218,84,83.72,100.823,71.101,NaN,61.473,64.068,79.958,85.179,587.977,79.387,81.339,88.158,61.235,324.417,77.415,89.87,96.001,96.33,59.726,NaN,166.899,72.516,78.289,75.586,54.11,55.405,84.691,62.827,52.354,77.722,83.197
102.991,NaN,579.528,619.644,84.423,246.041,91.756,85.45,80.196,58.401,NaN,58.38,125.701,96.886,101.897,101.301,108.883,94.258,79.165,88.752,80.682,87.141,65.136,72.783,234.32,90.036,99.693,83.534,92.591,517.097,120.067,80.958,70.517,73.066,46.469,47.778,65.057,58.687,82.472,77.637,106.12,587.041,68,78.209,129.727,255.237,72.53,94.733,84.371,83.981,101.03,71.18,NaN,61.556,64.243,80.238,85.681,588.335,79.613,81.651,88.463,61.561,325.298,77.728,90.158,96.227,96.443,59.881,NaN,168.438,72.605,78.548,75.791,54.373,55.458,84.764,63.022,52.874,77.836,83.3
102.991,NaN,579.727,622.122,84.646,246.976,92.111,86.288,80.419,58.567,NaN,58.442,126.234,97.543,102.289,101.802,109.07,94.594,79.422,89.051,80.794,87.297,65.408,73.243,234.437,90.169,99.87,83.74,92.944,517.921,120.138,81.292,71.227,73.253,46.572,47.85,65.178,58.731,82.509,77.989,106.438,587.389,68.167,78.581,130.305,256.615,72.606,95.724,84.513,84.202,101.345,71.391,NaN,61.76,64.461,80.395,85.857,588.418,79.76,81.768,88.746,61.651,326.018,77.789,90.329,97.066,96.617,60.351,NaN,169.833,72.951,78.602,76.073,54.482,55.672,85.104,63.188,52.92,77.973,83.872
103.193,NaN,584.711,624.66,85.312,247.776,92.266,86.597,80.614,58.836,NaN,58.571,126.393,97.695,102.875,101.96,109.811,94.921,79.551,89.335,81.336,87.439,65.662,73.306,235.33,90.303,100.324,84.076,93.083,518.966,120.313,81.427,71.295,73.427,46.605,48.012,65.215,58.753,82.836,78.354,106.663,590.136,68.307,79.019,130.464,256.879,72.83,95.902,84.687,84.319,101.732,71.576,NaN,61.915,64.698,80.623,86.181,591.093,80.058,81.972,88.913,61.852,326.818,78.334,91.318,97.22,97.178,60.644,NaN,170.61,74.449,78.71,76.364,54.905,56.099,85.284,63.23,52.953,78.029,84.05
103.666,NaN,591.237,625.6,85.415,249.428,92.4,86.731,80.947,59.124,NaN,58.722,126.527,98.167,103.042,102.237,110.75,95.228,79.643,90.117,81.644,88.357,65.786,73.493,235.475,90.392,100.445,84.347,94.159,520.334,120.584,81.814,71.479,73.68,46.68,48.093,65.283,58.852,82.909,78.62,106.792,591.109,68.512,79.201,131.775,257.359,73.038,96.403,84.854,84.767,102.075,71.664,NaN,62.204,64.864,80.864,86.446,592.323,80.416,82.134,89.235,62.216,326.918,78.886,91.635,97.407,97.308,60.778,NaN,171.252,74.537,78.814,76.468,55.053,56.181,85.364,63.289,53.245,78.757,84.529
103.839,NaN,591.697,626.495,85.646,249.678,92.509,87.314,81.078,59.32,NaN,58.924,128.088,98.484,103.352,102.411,110.952,95.428,79.971,90.284,82.06,88.717,65.844,73.904,236.214,90.525,100.905,84.727,94.819,522.079,120.754,81.896,71.579,73.699,47.229,48.243,65.312,59.428,83.15,78.706,107.169,592.302,68.854,79.362,132.801,258.932,73.121,96.575,84.982,84.998,102.172,71.8,NaN,62.318,65.133,81.025,86.733,600.764,80.506,82.23,89.539,62.496,327.85,79.11,91.743,97.629,97.833,61.02,NaN,171.437,74.615,78.983,76.713,55.16,56.197,86.234,63.322,53.448,78.786,84.73
103.929,NaN,594.545,627.971,85.778,250.148,92.744,87.449,81.298,59.391,NaN,59.044,129.123,98.935,103.691,103.197,111.55,95.939,80.217,90.419,82.295,89.045,66.369,74.093,237.087,90.777,101.06,84.97,94.915,522.213,121.924,82.478,71.994,74.018,47.247,48.398,65.438,59.481,83.472,78.728,107.37,595.517,68.988,79.436,132.952,259.673,73.233,96.713,85.172,85.168,102.211,71.988,NaN,62.489,65.293,81.237,86.851,604.006,80.903,82.613,89.781,62.784,329.091,79.3,92.344,97.788,98.417,61.32,NaN,171.956,74.85,79.563,77.188,55.411,56.279,86.878,63.638,53.653,78.81,85.02
104.266,NaN,595.611,636.454,85.888,250.842,93.489,88.048,81.729,59.46,NaN,59.281,129.517,99.019,104.02,103.528,111.749,96.026,80.361,90.861,82.467,89.344,66.556,74.174,237.225,90.914,101.125,85.773,95.562,522.946,122.082,82.686,72.687,74.054,47.547,48.478,65.51,59.588,83.742,78.915,107.501,595.707,69.457,79.569,133.629,260.285,73.389,96.996,85.312,85.409,102.638,72.21,NaN,62.715,65.444,81.521,86.973,604.686,80.985,82.777,90.232,63.225,331.02,79.486,92.752,98.06,98.98,61.476,NaN,172.723,75.014,79.722,77.355,55.447,56.45,87.077,63.709,53.719,78.935,85.167
104.438,NaN,595.874,637.468,85.967,251.195,93.788,88.321,81.876,59.641,NaN,59.397,130.18,99.224,104.314,103.72,111.945,96.77,80.69,91.037,82.594,89.428,66.673,74.375,238.12,91.782,101.463,85.845,95.731,523.263,122.8,83.346,72.9,74.103,47.606,48.604,65.701,60.08,83.805,79.174,107.967,600.767,69.848,79.828,133.755,260.372,74.091,97.25,85.638,85.727,102.99,72.437,NaN,62.863,65.63,81.777,87.365,607.878,81.274,83.122,90.562,63.545,334.963,79.62,92.908,98.2,99.102,61.647,NaN,172.991,75.082,79.98,77.777,55.542,56.539,87.242,64.274,53.817,79.173,85.531
