U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,870.018,NaN,859.216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,930.487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,973.446,670.236,692.256,986.873,838.404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,896.947,967.9,NaN,NaN,NaN,NaN,NaN,NaN,979.189,NaN,NaN,NaN,NaN,NaN,923.592,NaN,NaN,NaN,NaN,NaN,787.99,879.966,NaN,956.253,834.808,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,870.062,NaN,859.402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,930.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,973.537,670.361,692.301,986.992,838.505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,897.124,968.007,NaN,NaN,NaN,NaN,NaN,NaN,979.537,NaN,NaN,NaN,NaN,NaN,923.718,NaN,NaN,NaN,NaN,NaN,788.071,879.994,NaN,956.292,834.999,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,870.205,NaN,859.539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,930.818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,973.583,670.58,692.79,986.992,838.826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,897.258,968.186,NaN,NaN,NaN,NaN,NaN,NaN,979.845,NaN,NaN,NaN,NaN,NaN,923.945,NaN,NaN,NaN,NaN,NaN,788.291,880.396,NaN,956.56,835.173,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,870.481,NaN,859.704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,930.973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,973.673,670.656,692.988,987.166,838.981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,897.426,968.322,NaN,NaN,NaN,NaN,NaN,NaN,979.993,NaN,NaN,NaN,NaN,NaN,924.144,NaN,NaN,NaN,NaN,NaN,788.408,880.506,NaN,956.828,835.822,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,870.597,NaN,859.815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,931.218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,973.828,670.988,693.322,987.509,839.391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,897.532,968.388,NaN,NaN,NaN,NaN,NaN,NaN,980.053,NaN,NaN,NaN,NaN,NaN,924.356,NaN,NaN,NaN,NaN,NaN,788.79,880.546,NaN,957.191,836.044,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,870.816,NaN,860.032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,931.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,974.208,671.165,693.706,987.715,839.497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,897.749,968.607,NaN,NaN,NaN,NaN,NaN,NaN,980.216,NaN,NaN,NaN,NaN,NaN,924.767,NaN,NaN,NaN,NaN,NaN,788.855,880.627,NaN,957.347,836.245,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,870.941,NaN,860.257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,931.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,974.251,671.243,693.767,988.141,839.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,897.999,968.99,NaN,NaN,NaN,NaN,NaN,NaN,981.009,NaN,NaN,NaN,NaN,NaN,925.054,NaN,NaN,NaN,NaN,NaN,788.892,880.725,NaN,957.722,836.365,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,871.057,NaN,860.477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,931.714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,974.44,671.302,693.816,988.837,840.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,898.584,969.098,NaN,NaN,NaN,NaN,NaN,NaN,981.09,NaN,NaN,NaN,NaN,NaN,925.16,NaN,NaN,NaN,NaN,NaN,788.923,881.022,NaN,957.765,836.439,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,871.228,NaN,860.535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,931.823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,974.767,671.446,694.328,989.154,840.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,898.726,969.285,NaN,NaN,NaN,NaN,NaN,NaN,981.151,NaN,NaN,NaN,NaN,NaN,925.242,NaN,NaN,NaN,NaN,NaN,788.994,881.076,NaN,958.272,836.759,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,871.36,NaN,860.709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,932.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,974.878,671.834,694.519,989.375,840.427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,899.215,969.375,NaN,NaN,NaN,NaN,NaN,NaN,981.377,NaN,NaN,NaN,NaN,NaN,925.36,NaN,NaN,NaN,NaN,NaN,789.037,881.141,NaN,958.306,836.992,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,871.458,NaN,860.918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,932.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,974.958,671.978,694.843,989.76,840.614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,899.291,969.443,NaN,NaN,NaN,NaN,NaN,NaN,981.494,NaN,NaN,NaN,NaN,NaN,925.529,NaN,NaN,NaN,NaN,NaN,789.216,881.246,NaN,958.536,837.511,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,871.55,NaN,861.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,932.335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,975.004,672.041,694.893,989.988,840.646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,899.495,969.528,NaN,NaN,NaN,NaN,NaN,NaN,981.626,NaN,NaN,NaN,NaN,NaN,925.757,NaN,NaN,NaN,NaN,NaN,789.337,881.295,NaN,959.358,837.607,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,871.619,NaN,861.118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,932.506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,975.178,672.14,695.003,990.114,840.813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,899.778,969.758,NaN,NaN,NaN,NaN,NaN,NaN,981.77,NaN,NaN,NaN,NaN,NaN,925.841,NaN,NaN,NaN,NaN,NaN,789.495,881.359,NaN,959.375,837.716,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,871.938,NaN,861.338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,932.658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,975.396,672.242,695.079,990.372,841.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,899.873,969.99,NaN,NaN,NaN,NaN,NaN,NaN,981.975,NaN,NaN,NaN,NaN,NaN,925.988,NaN,NaN,NaN,NaN,NaN,789.85,881.573,NaN,959.516,837.8,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,872.125,NaN,861.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,932.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,975.53,672.259,695.258,990.46,841.273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,900.027,970.602,NaN,NaN,NaN,NaN,NaN,NaN,982.111,NaN,NaN,NaN,NaN,NaN,926.107,NaN,NaN,NaN,NaN,NaN,790.187,881.602,NaN,959.97,837.846,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,872.445,NaN,861.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,933.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,975.62,672.348,695.376,990.528,842.316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,900.163,970.948,NaN,NaN,NaN,NaN,NaN,NaN,982.321,NaN,NaN,NaN,NaN,NaN,926.378,NaN,NaN,NaN,NaN,NaN,790.353,881.632,NaN,960.001,837.866,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,872.874,NaN,861.834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,933.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,975.665,672.457,695.389,990.574,842.445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,900.499,971.259,NaN,NaN,NaN,NaN,NaN,NaN,982.399,NaN,NaN,NaN,NaN,NaN,926.71,NaN,NaN,NaN,NaN,NaN,790.552,881.693,NaN,960.035,837.89,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,873.009,NaN,862.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,933.254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,976.113,672.641,695.414,990.676,842.627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,901.016,971.426,NaN,NaN,NaN,NaN,NaN,NaN,982.456,NaN,NaN,NaN,NaN,NaN,926.854,NaN,NaN,NaN,NaN,NaN,790.778,881.894,NaN,960.077,838.05,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,873.112,NaN,862.411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,933.359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,976.233,672.658,695.443,990.698,842.697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,901.597,971.726,NaN,NaN,NaN,NaN,NaN,NaN,982.608,NaN,NaN,NaN,NaN,NaN,926.979,NaN,NaN,NaN,NaN,NaN,790.913,882.116,NaN,960.185,838.066,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,873.179,NaN,863.102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,933.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,976.398,672.906,695.505,991.096,842.978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,901.825,971.867,NaN,NaN,NaN,NaN,NaN,NaN,982.731,NaN,NaN,NaN,NaN,NaN,926.979,NaN,NaN,NaN,NaN,NaN,791.16,882.475,NaN,960.339,838.187,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,873.329,NaN,863.368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,933.691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,977.081,672.959,695.525,992.187,843.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,902.222,972.241,NaN,NaN,NaN,NaN,NaN,NaN,982.793,NaN,NaN,NaN,NaN,NaN,927.174,NaN,NaN,NaN,NaN,NaN,791.413,882.591,NaN,960.421,838.705,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,873.51,NaN,863.504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,933.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,977.2,673.017,695.632,993.574,843.715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,902.285,972.306,NaN,NaN,NaN,NaN,NaN,NaN,982.998,NaN,NaN,NaN,NaN,NaN,927.572,NaN,NaN,NaN,NaN,NaN,791.515,882.72,NaN,960.675,838.898,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,873.69,NaN,863.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,934.189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,977.244,673.15,695.835,993.697,843.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,902.654,972.496,NaN,NaN,NaN,NaN,NaN,NaN,983.122,NaN,NaN,NaN,NaN,NaN,927.653,NaN,NaN,NaN,NaN,NaN,791.828,883.153,NaN,960.704,839.517,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,873.79,NaN,863.829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,934.437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,977.486,673.254,695.886,993.91,844.031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,902.737,972.661,NaN,NaN,NaN,NaN,NaN,NaN,983.255,NaN,NaN,NaN,NaN,NaN,927.883,NaN,NaN,NaN,NaN,NaN,791.997,883.335,NaN,960.934,840.057,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,873.877,NaN,863.986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,934.618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,977.722,673.27,695.979,994.487,844.207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,902.979,972.907,NaN,NaN,NaN,NaN,NaN,NaN,983.544,NaN,NaN,NaN,NaN,NaN,928.009,NaN,NaN,NaN,NaN,NaN,792.095,883.738,NaN,960.988,840.352,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,874.188,NaN,864.117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,934.678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,977.94,673.542,696.011,995.077,844.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,902.979,973.262,NaN,NaN,NaN,NaN,NaN,NaN,983.804,NaN,NaN,NaN,NaN,NaN,928.199,NaN,NaN,NaN,NaN,NaN,792.417,883.918,NaN,961.097,840.594,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,874.302,NaN,864.182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,934.757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,978.043,673.716,696.064,995.199,844.495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,903.031,973.437,NaN,NaN,NaN,NaN,NaN,NaN,983.927,NaN,NaN,NaN,NaN,NaN,928.443,NaN,NaN,NaN,NaN,NaN,792.449,884.089,NaN,961.206,840.716,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,874.485,NaN,864.256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,935.141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,978.202,673.864,696.229,995.359,844.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,903.216,973.556,NaN,NaN,NaN,NaN,NaN,NaN,984.17,NaN,NaN,NaN,NaN,NaN,928.789,NaN,NaN,NaN,NaN,NaN,792.758,884.287,NaN,962.13,841.036,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,874.682,NaN,864.392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,935.345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,978.411,673.933,696.492,995.446,845.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,903.431,973.718,NaN,NaN,NaN,NaN,NaN,NaN,984.257,NaN,NaN,NaN,NaN,NaN,928.93,NaN,NaN,NaN,NaN,NaN,792.837,884.317,NaN,962.351,841.452,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,874.83,NaN,864.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,935.516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,978.604,673.971,696.541,995.487,845.551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,903.69,973.954,NaN,NaN,NaN,NaN,NaN,NaN,984.588,NaN,NaN,NaN,NaN,NaN,929.151,NaN,NaN,NaN,NaN,NaN,792.976,884.338,NaN,962.63,841.8,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,875.042,NaN,864.657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,935.648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,978.783,674.243,696.635,995.581,845.634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,903.837,974.179,NaN,NaN,NaN,NaN,NaN,NaN,984.838,NaN,NaN,NaN,NaN,NaN,929.292,NaN,NaN,NaN,NaN,NaN,792.976,884.533,NaN,962.824,841.956,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,875.219,NaN,864.727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,935.846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,978.838,674.359,696.754,995.649,845.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,903.916,974.331,NaN,NaN,NaN,NaN,NaN,NaN,985.175,NaN,NaN,NaN,NaN,NaN,929.482,NaN,NaN,NaN,NaN,NaN,793.049,884.978,NaN,962.884,842.129,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,875.374,NaN,864.813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,936.242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,978.954,674.486,696.847,995.703,845.816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,904.135,974.502,NaN,NaN,NaN,NaN,NaN,NaN,985.433,NaN,NaN,NaN,NaN,NaN,929.673,NaN,NaN,NaN,NaN,NaN,793.143,884.978,NaN,963.218,842.744,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,875.566,NaN,865.096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,936.371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,979.063,674.835,696.945,996.003,845.976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,904.36,974.627,NaN,NaN,NaN,NaN,NaN,NaN,985.709,NaN,NaN,NaN,NaN,NaN,929.828,NaN,NaN,NaN,NaN,NaN,793.39,885.031,NaN,963.381,842.864,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,875.722,NaN,865.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,936.627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,979.17,674.912,697.033,996.118,846.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,904.528,974.748,NaN,NaN,NaN,NaN,NaN,NaN,985.888,NaN,NaN,NaN,NaN,NaN,930.101,NaN,NaN,NaN,NaN,NaN,793.41,885.333,NaN,963.612,843.242,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,875.954,NaN,865.407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,936.748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,979.425,674.984,697.115,996.246,846.273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,904.633,975.034,NaN,NaN,NaN,NaN,NaN,NaN,986.063,NaN,NaN,NaN,NaN,NaN,930.331,NaN,NaN,NaN,NaN,NaN,793.509,885.497,NaN,963.723,843.483,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,876.13,NaN,865.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,937.028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,979.642,675.143,697.243,996.274,846.479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,904.868,975.355,NaN,NaN,NaN,NaN,NaN,NaN,986.176,NaN,NaN,NaN,NaN,NaN,930.475,NaN,NaN,NaN,NaN,NaN,793.573,885.857,NaN,963.8,843.529,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,876.277,NaN,865.739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,937.209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,979.786,675.284,697.685,996.361,846.508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,904.949,975.751,NaN,NaN,NaN,NaN,NaN,NaN,986.502,NaN,NaN,NaN,NaN,NaN,930.912,NaN,NaN,NaN,NaN,NaN,793.69,885.977,NaN,963.98,843.819,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,876.481,NaN,865.916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,937.503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,979.85,675.36,697.893,997.098,846.559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,905.222,976.027,NaN,NaN,NaN,NaN,NaN,NaN,986.6,NaN,NaN,NaN,NaN,NaN,931.263,NaN,NaN,NaN,NaN,NaN,793.744,885.977,NaN,964.115,843.853,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,876.769,NaN,866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,937.684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,980.317,675.402,697.95,997.296,846.695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,905.495,976.186,NaN,NaN,NaN,NaN,NaN,NaN,987.078,NaN,NaN,NaN,NaN,NaN,931.449,NaN,NaN,NaN,NaN,NaN,793.936,886.235,NaN,964.289,843.892,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,876.828,NaN,866.163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,937.885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,980.555,675.466,698.192,997.564,846.808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,905.817,976.334,NaN,NaN,NaN,NaN,NaN,NaN,987.163,NaN,NaN,NaN,NaN,NaN,931.683,NaN,NaN,NaN,NaN,NaN,794.056,886.547,NaN,964.332,844.058,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,877.157,NaN,866.262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,938.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,980.756,675.547,698.689,997.802,847.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,905.982,976.427,NaN,NaN,NaN,NaN,NaN,NaN,987.304,NaN,NaN,NaN,NaN,NaN,931.806,NaN,NaN,NaN,NaN,NaN,794.375,886.615,NaN,964.481,844.239,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,877.397,NaN,866.468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,938.304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,981.106,675.674,698.786,998.097,847.098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,906.282,976.531,NaN,NaN,NaN,NaN,NaN,NaN,987.666,NaN,NaN,NaN,NaN,NaN,932.016,NaN,NaN,NaN,NaN,NaN,794.753,886.73,NaN,964.637,844.252,NaN,NaN
