U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80
64.175,NaN,45.617,69.378,53.161,45.675,73.548,55.659,41.847,40.931,50.821,47.961,71.42,61.376,58.987,61.053,55.197,53.697,54.161,55.158,42.749,37.182,40.612,40.951,46.039,44.191,48.846,43.093,51.537,43.45,66.836,53.757,56.521,54.14,46.59,51.2,45.947,45.944,66.238,51.95,65.446,56.561,51.975,49.348,71.959,49.537,43.738,65.626,57.592,50.108,65.545,55.368,58.011,60.03,36.265,47.019,53.833,52.618,57.292,47.678,40.625,52.844,60.362,55.202,54.95,54.436,48.463,52.07,62.807,40.197,71.426,68.873,45.507,35.524,41.955,59.569,63.709,48.57,56.334,61.099
64.76,NaN,46.053,69.522,54.76,45.958,74.495,55.934,43.839,41.129,51.061,50.955,72.351,61.813,60.059,61.269,55.79,54.357,55.111,55.576,43.269,38.143,41.486,42.189,48.552,44.72,49.267,44.531,51.84,45.077,68.742,54.851,57.11,57.067,50.08,51.364,46.261,46.411,67.151,53.451,66.551,59.198,51.975,50.117,74.243,50.12,44.815,68.067,58.107,51.462,69.377,56.898,58.667,60.96,37.324,48.757,54.161,52.919,57.897,51.74,40.906,53.378,62.073,55.66,57.411,57.466,48.638,52.837,63.922,41.297,74.446,71.156,49.305,36.675,42.767,60.767,63.941,48.928,57.941,61.415
66.247,NaN,46.412,70.277,55.856,46.895,74.868,56.458,45.666,41.761,55.122,51.838,73.799,63.559,61.447,61.383,56.326,55.585,55.816,57.99,43.881,38.502,42.036,42.247,48.996,45.564,50.328,46.07,56.118,46.249,70.925,55.242,59.707,57.871,50.558,54.295,47.101,46.718,67.818,53.851,67.576,60.365,52.608,50.351,77.073,52.43,45.641,68.662,58.511,52.064,70.278,57.575,62.173,61.59,38.846,49.659,54.425,53.129,58.299,53.228,42.801,54.031,62.431,56.543,59.202,61.398,50.439,53.11,64.336,42.278,76.776,72.059,50.079,36.915,44.282,62.819,65.35,49.353,58.97,62.664
66.53,NaN,46.863,71.572,61.7,47.684,75.438,58.978,46.487,41.949,56.142,53.237,74.016,64.247,61.884,63.866,56.915,57.255,56.103,61.913,46.664,39.022,42.204,42.5,49.253,47.522,53.045,47.234,57.66,48.019,72.317,56.791,60.809,58.026,50.669,55.165,47.375,46.844,69.2,54.167,69.462,60.888,53.387,50.761,78.522,54.58,47.188,69.447,58.883,52.921,71.814,59.071,62.794,62.204,39.316,51.442,54.953,54.959,59.974,54.151,44.536,56.807,63.155,59.977,59.986,62.219,52.039,53.963,64.954,42.87,78.376,72.391,51.516,39.757,44.431,63.566,65.671,51.194,60.28,62.951
69.647,NaN,48.573,72.907,62.172,48.671,77.513,60.241,47.164,42.594,57.546,53.902,75.416,67.095,62.7,64.51,57.27,60.767,56.536,64.686,47.747,39.371,42.614,43.388,50.114,48.007,54.667,48.088,58.891,50.017,72.934,57.094,61.489,58.715,50.949,55.484,47.64,48.529,69.869,54.506,70.808,61.388,53.624,50.98,79.949,57.662,48.28,71.215,59.214,55.599,72.427,59.452,63.56,63.539,39.585,52.049,55.113,56.864,59.974,54.339,44.975,57.1,63.315,61.964,61.905,63.306,52.51,55.485,65.776,45.888,78.425,73.291,52.107,40.468,45.164,63.705,67.133,52.161,61.088,65.363
70.043,NaN,49.31,73.471,63.073,49.314,79.046,61.108,48.941,44.485,59.507,54.285,75.565,68.144,65.415,65.759,57.67,61.737,57.287,65.742,51.262,41.045,42.761,45.299,51.085,50.933,58.768,48.841,61.048,50.37,73.425,59.279,64.803,60.655,52.081,56.013,48.831,48.771,70.875,54.82,71.605,62.014,54.588,53.595,80.385,57.823,48.386,71.637,59.563,55.792,72.809,60.779,64.209,63.835,40.82,53.375,55.276,57.222,60.627,59.482,44.975,60.01,63.872,62.92,62.195,63.658,58.014,56.208,67.119,46.268,78.633,77.491,52.958,41.061,45.487,65.457,69.695,53.446,62.228,68.109
73.543,NaN,51.76,73.795,64.299,50.408,80.03,61.961,51.328,44.623,60.647,58.424,75.719,68.738,65.584,66.089,57.863,62.489,57.527,66.968,51.434,43.332,43.011,45.67,51.532,51.999,60.278,50.122,62.409,51.187,73.555,59.56,65.592,62.085,52.255,56.997,49.793,48.949,71.759,56.421,71.98,63.181,56.269,54.079,81.193,59.732,51.089,71.837,60.809,58.156,73.619,61.742,64.778,66.669,42.106,54.684,56.537,57.881,61.487,59.631,45.634,61.652,64.936,63.244,63.254,64.931,60.842,59.391,69.864,47.102,79.684,78.095,54.741,41.7,45.964,70.477,70.157,54.453,64.425,68.147
74.14,NaN,54.084,77.188,65.477,52.292,80.454,62.864,55.847,45.93,61.355,58.881,77.092,70.083,66.038,66.202,59.761,63.303,60.951,67.248,51.848,44.032,43.294,45.887,51.923,52.867,61.098,51.63,65.239,53.086,74.169,63.169,68.216,64.254,52.817,58.05,50.055,50.337,75.766,62.6,73.217,63.846,56.9,55.376,82.91,61.394,51.482,72.412,61.282,58.658,76.928,63.304,70.945,70.183,44.9,55.817,57.287,59.206,62.411,61.446,46.679,62.783,67.069,63.367,63.824,65.464,66.563,59.726,70.668,47.7,80.032,78.814,58.04,43.263,46.656,71.268,71.533,54.993,66.591,68.727
76.24,NaN,55.169,78.572,66.829,55.856,82.613,63.242,57.275,46.258,63.203,59.265,77.532,71.979,66.734,68.89,59.989,63.54,61.835,69.614,51.995,44.543,43.889,46.437,53.029,54.231,63.855,53.688,68.003,55.092,75.463,63.588,69.283,65.967,52.928,58.366,50.716,52.105,78.822,62.663,74.696,64.947,57.063,59.1,84.448,63.712,52.447,75.055,61.513,60.97,78.471,63.825,72.317,70.608,47.026,57.094,57.567,60.355,62.749,61.766,49.771,64.376,68.859,63.85,64.147,70.913,67.017,62.804,70.996,48.096,81.717,81.977,60.847,44.317,52.966,71.524,72.416,56.18,66.759,70.426
77.812,NaN,55.808,79.637,74.691,56.72,82.866,66.099,63.602,46.473,63.592,61.368,79.171,74.338,67.849,70.657,60.271,64.211,63.111,70.289,52.471,46.45,45.232,47.13,55.401,55.85,68.285,55.032,70.292,60.134,75.659,64.509,69.584,67.442,53.354,59.314,53.29,53.547,79.644,64.032,76.378,65.323,58.99,60.167,86.956,63.857,52.937,76.429,61.902,61.601,80.587,64.773,72.671,70.792,47.191,58.522,58.452,61.915,63.299,63.894,50.064,65.838,70.651,65.219,65.188,72.724,67.654,63.211,72.048,48.312,82.909,84.464,61.587,44.457,53.031,73.423,73.801,56.489,71.978,70.843
81.96,NaN,56.774,80.596,75.751,57.48,83.191,66.522,67.27,46.822,66.029,61.745,80.648,74.697,68.51,71.836,61.531,64.772,63.344,71.474,54.295,46.92,45.924,47.699,56.403,57.714,69.463,55.204,71.291,60.257,78.329,65.438,73.05,69.732,54.411,60.842,54.21,54.732,81.375,64.126,77.289,65.597,59.969,60.948,88.986,64.366,54.957,77.214,62.42,62.798,81.586,64.991,73.659,72.234,48.207,58.694,59.198,64.811,63.715,65.886,52.181,68.868,71.347,68.72,67.739,73.829,68.875,63.397,72.212,48.827,86.264,84.968,63.564,45.98,53.399,74.635,75.524,57.716,73.139,70.93
83.142,NaN,57.999,80.9,76.506,59.586,83.895,68.247,68.293,48.016,66.4,63.312,86.668,75.056,74.958,73.043,63.472,66.714,64.655,72.175,58.029,48.212,46.443,48.349,56.703,58.972,69.657,56.698,71.829,61.029,79.017,66.277,73.301,70.538,56.467,61.196,54.334,55.035,81.949,64.423,77.813,66.529,60.621,61.185,90.123,64.99,55.996,77.527,62.809,63.079,83.284,66.716,75.105,72.855,48.732,59.196,60.076,65.935,64.252,66.548,52.576,70.617,71.64,68.901,72.789,74.41,69.404,63.819,74.323,52.198,88.419,85.228,63.889,46.839,54.286,75.035,76.979,57.917,74.066,74.578
87.855,NaN,58.267,82.718,76.929,63.323,88.086,71.393,70.864,48.365,67.33,63.877,89.09,77.314,75.624,74.043,63.61,68.087,65.79,72.8,58.259,48.369,48.008,50.142,58.743,58.972,70.417,57.247,73.037,63.078,80.308,66.685,74.949,73.664,57.411,63.131,54.841,61.586,83.457,67.122,78.871,68.891,62.404,61.403,95.881,65.385,57.192,79.47,63.323,63.551,83.624,67.534,75.659,73.543,49.077,60.373,61.974,66.285,65.605,67.515,52.779,71.826,71.841,69.694,74.443,74.58,71.589,64.983,75.879,52.955,88.737,87.023,64.061,46.998,55.458,75.112,77.093,59.108,76.421,76.158
88.015,NaN,59.08,83.662,77.753,64.906,88.744,71.639,76.337,51.353,67.992,67.811,89.742,78.738,75.798,75.026,64.978,70.168,66.926,74.098,59.277,48.851,48.357,50.502,61.522,62.817,71.801,58.859,74.515,65.751,81.43,67.705,75.017,74.004,57.533,63.396,56.694,64.116,84.69,70.111,81.35,68.981,62.815,61.746,97.002,66.766,59.081,81.151,64.947,65.975,83.852,70.784,76.48,75.472,49.777,61.583,61.974,70.289,65.745,70.647,53.619,73.178,72.729,70.159,76.392,75.979,73.111,65.55,76.834,54.156,92.061,88.614,67.717,47.358,56.1,76.828,77.963,59.994,77.973,81.058
90.879,NaN,59.22,84.798,78.733,69.003,89.234,75.252,76.919,52.836,68.452,70.244,90.284,79.459,77.072,77.273,66.116,70.782,67.803,74.495,63.19,51.766,50.537,50.643,62.527,63.317,73.94,58.989,75.678,67.209,82.766,67.789,76.645,74.565,60.606,66.435,59.227,64.329,87.197,73.14,84.767,70.207,63.144,63.312,97.834,67.754,60.514,81.74,65.451,65.975,85.125,71.575,77.2,77.432,50.723,64.935,62.815,70.597,67.212,71.007,54.178,73.706,72.866,70.836,77.302,78.291,74.435,65.828,77.98,54.335,92.281,90.833,68.438,48.554,56.282,76.88,78.447,60.669,77.973,82.366
91.746,NaN,60.404,85.674,79.441,69.722,90.244,75.741,78.642,53.111,69.048,71.051,91.355,81.315,77.92,81.556,72.426,72.705,68.53,74.878,63.332,54.939,52.746,51.127,66.106,64.705,74.473,59.236,76.097,71.81,84.286,68.293,76.746,76.743,61.013,67.51,61.889,64.721,87.437,76.326,86.978,70.588,63.293,63.794,98.03,68.891,60.981,83.556,66.636,72.621,86.105,72.437,79.356,77.754,51.338,67.664,63.665,70.809,67.578,71.224,55.308,74.706,77.222,71.215,77.519,79.093,76.386,67.526,78.431,55.058,93.748,91.237,68.697,49.138,56.707,80.014,80.111,60.953,78.812,83.197
92.14,NaN,61.897,86.257,81.305,71.489,91.052,76.099,79.867,54.302,69.677,71.342,94.938,81.48,78.52,81.739,73.909,73.541,69.244,75.449,63.568,55.149,53.062,54.143,66.531,65.471,75.375,59.968,76.622,72.461,85.261,73.509,78.247,77.7,61.708,67.631,65.297,66.484,88.971,76.616,88.133,70.902,63.706,64.483,99.26,69.161,61.409,86.062,71.809,73.537,87.562,72.908,81.431,78.067,51.745,67.789,63.904,70.954,69.918,72.114,58.149,75.121,77.765,71.394,78.057,79.821,77.294,68.637,78.664,55.921,96.695,92.161,68.957,50.303,57.922,82.493,80.65,61.188,79.174,85.024
95.803,NaN,63.149,88.089,82.579,71.848,91.377,77.298,80.179,55.234,69.886,71.82,99.515,82.128,79.36,82.172,74.616,74.396,69.511,75.928,63.982,55.567,53.313,57.911,66.879,66.346,77.288,61.53,77.688,72.745,85.599,73.975,79.333,78.746,63.137,67.956,65.776,68.968,88.971,78.902,88.297,71.197,63.933,65.857,100.695,71.295,61.634,86.227,73.317,74.315,87.74,73.097,83.644,78.347,52.85,68.955,64.804,72.514,70.278,76.279,58.439,76.685,78.297,73.168,78.594,80.019,77.568,70.977,78.976,56.789,97.11,93.015,69.368,51.844,59.302,82.613,81.77,62.416,79.694,85.168
96.25,NaN,63.572,88.262,84.407,73.027,92.383,77.644,80.936,56.642,71.183,72.171,101.906,82.733,79.567,82.374,75.145,74.9,69.667,76.329,64.744,55.828,54.415,58.302,67.291,67.981,78.637,62.267,79.416,74.107,85.873,74.015,79.459,79.466,63.849,68.852,66.835,69.37,91.056,80.468,88.455,71.339,65.212,66.724,101.395,71.625,62.41,86.403,78.953,75.483,87.984,73.239,84.443,78.917,53.234,71.207,65.101,73.067,70.8,77.225,61.516,77.504,78.777,73.719,78.912,81.85,77.865,71.844,79.954,56.995,99.27,96.021,69.929,51.925,59.587,84.036,83.996,62.887,81.795,85.774
97.299,NaN,65.421,88.488,85.399,75.596,92.491,79.067,81.713,57.58,72.39,73.043,102.59,86.342,79.949,83.098,76.025,76.019,70.794,82.143,65.795,58.193,55.024,58.618,68.958,68.121,79.019,62.477,80.887,75.418,87.465,75.243,80.504,81.63,64.22,72.725,67.913,73.199,94.37,82.112,92.837,71.904,67.127,67.85,102.498,72.194,62.788,88.195,80.407,76.602,88.32,73.472,85.599,79.604,54.754,71.384,65.791,74.195,71.475,80.393,63.7,80.554,79.141,74.417,79.105,82.99,79.676,72.815,82.401,57.492,100.703,96.84,71.21,53.239,60.02,85.877,85.942,64.396,83.083,88.499
99.072,NaN,66.745,88.727,85.63,76.313,93.772,82.87,84.793,58.039,73.335,73.551,102.769,87.11,80.298,83.557,76.602,76.177,71.812,82.629,66.167,58.634,57.915,59.295,69.363,68.5,83.925,62.653,83.317,77.79,87.681,76.274,82.18,81.748,64.993,74.109,69.668,76.173,96.246,86.35,93.78,74.401,67.289,68.351,107.391,74.408,63.357,90.392,80.806,77.189,88.728,75.463,85.872,80.417,56.265,72.401,67.525,78.001,72.267,81.336,63.914,83.733,80.194,74.894,80.272,84.272,82.02,73.09,82.547,57.909,100.983,97.422,71.532,54.11,60.206,87.077,89.002,66.155,84.821,89.432
100.034,NaN,70.53,90.29,87.292,76.458,93.919,83.408,87.634,58.874,74.445,74.33,104.238,88.132,81.193,85.552,76.927,76.563,72.4,84.965,66.949,61.903,58.197,60.775,69.999,68.849,85.895,65.559,84.452,79.292,88.32,77.285,82.326,82.446,66.107,74.578,69.865,78.813,96.746,87.334,94.488,75.871,67.53,69.453,110.268,75.504,63.534,90.55,81.23,77.765,91.475,76.462,86.193,80.656,57.021,74.416,68.523,78.755,73.056,81.754,64.662,84.518,80.423,76.597,80.631,85.612,84.775,73.699,83.483,58.875,101.235,98.124,72.322,56.552,60.634,91.944,89.745,68.121,85.535,89.537
108.644,NaN,72.184,92.789,93.27,76.689,98.726,83.887,92.157,59.302,74.784,74.709,105.183,89.449,83.577,88.659,81.278,78.916,73.632,87.697,68.15,62.192,58.624,61.876,70.285,71.401,86.243,67.81,84.769,80.051,90.95,78.622,83.383,84.982,66.473,75.725,70.541,79.384,98.515,90.041,95.568,76.238,69.688,70.601,114.088,75.669,64.386,90.893,82.424,79.044,92.084,78.01,87.681,82.848,57.11,75.205,70.657,79.459,74.6,82.146,65.967,85.502,82.9,76.945,82.027,86.209,84.989,75.494,83.643,59.576,103.031,100.096,72.897,57.833,62.42,92.885,90.052,72.35,85.775,92.486
114.41,NaN,72.764,93.034,93.657,79.168,99.166,88.31,93.017,59.769,75.369,75.031,105.734,89.809,84.94,88.812,83.716,79.442,75.196,88.071,68.55,62.471,61.004,62.503,71.901,72.025,86.523,70.104,88.103,81.093,91.951,80.656,84.728,85.9,67.07,75.857,70.668,80.814,98.611,93.023,96.344,76.999,70.202,72.977,120.261,76.244,64.668,91.179,82.605,79.293,92.488,79.468,90.149,84.189,59.211,76.455,70.797,79.742,74.949,85.888,66.234,86.158,83.409,77.786,82.483,87.331,86.819,75.662,84.669,62.008,105.486,100.595,73.322,58.745,62.697,94.498,90.35,76.045,86.885,92.582
114.751,NaN,73.166,93.678,93.835,79.595,101.626,89.786,93.367,60.529,78.628,77.694,105.98,90.343,85.926,89.148,83.855,80.993,76.12,88.238,68.745,62.733,62.803,64.218,72.629,72.358,88.05,71.203,88.824,81.344,92.083,84.189,85.525,86.346,70.791,76.955,70.996,80.89,102.846,94.432,101.035,77.212,72.424,73.256,121.04,80.466,65.239,93.341,85.171,80.285,97.79,80.597,94.58,84.338,59.556,76.69,71.165,81.527,75.481,86.785,66.646,88.332,86.371,78.99,83.965,88.533,89.089,75.962,88.292,62.411,108.185,101.857,74.059,60.849,62.875,97.161,91.501,76.897,87.781,93.267
118.49,NaN,74.965,94.961,94.202,81.741,102.472,90.888,93.935,61.74,83.473,78.238,106.227,92.106,87.696,89.428,84.546,82.154,79.027,91.206,69.838,64.606,63.209,64.388,73.48,73.341,88.296,73.074,89.092,81.836,95.376,91.451,87.517,86.789,72.011,77.538,71.272,82.965,102.977,95.761,101.166,78.056,74.959,73.709,121.816,82.195,66.023,94.217,88.066,80.667,102.206,81.771,98.153,84.905,61.507,78.983,73.502,82.905,75.972,87.343,68.276,89.08,87.297,80.016,84.782,88.916,91.567,76.702,91.625,63.301,108.713,103.405,74.876,63.821,63.375,97.295,92.925,77.308,88.542,95.7
119.566,NaN,75.804,96.902,97.562,82.239,105.713,92.149,95.704,63.864,84.662,79.45,107.267,92.484,88.23,89.579,84.785,84.337,79.627,91.366,71.819,66.222,63.578,65.386,74.146,74.022,88.494,73.995,89.421,83.478,95.844,92.189,88.565,88.434,72.718,78.124,73.754,85.49,104.546,99.896,104.942,83.654,75.436,75.156,122.746,84.125,66.752,97.249,89.297,82.437,103.93,83.294,99.958,86.833,61.661,79.597,75.196,85.949,75.972,87.673,68.551,89.79,87.906,81.511,86.825,89.414,92.652,78.05,93.176,64.389,110.247,104.356,77.188,63.884,64.398,98.755,96.682,78.138,94.161,95.854
121.403,NaN,76.768,97.738,97.981,82.903,108.315,93.056,96.032,64.983,87.596,80.012,108.231,95.703,89.372,90.162,85.124,86.219,84.974,92.026,73.182,66.459,63.988,66.95,74.451,76.728,92.152,74.203,91.704,83.75,97.79,92.787,90.863,88.47,75.162,78.292,75.116,85.904,105.46,101.747,105.428,85.606,76.436,75.589,124.102,84.949,73.119,100.102,89.653,83.633,105.191,83.644,101.663,87.64,62.202,79.958,77.066,86.452,76.75,89.545,69.683,91.365,88.052,82.871,87.918,92.103,96.351,78.59,96.664,64.94,111.542,104.756,77.777,63.999,64.885,99.397,97.877,79.366,95.167,96.683
122.139,NaN,76.942,98.105,101.268,83.429,109.433,93.311,98.334,66.956,88.221,81.15,108.532,100.146,89.792,91.492,88.112,86.306,84.974,92.771,75.041,67.242,64.335,67.61,75.137,77.96,92.461,74.625,91.947,83.907,98.898,95.525,90.943,91.509,76.025,78.653,79.956,89.254,105.507,103.329,105.712,87.688,76.941,76.29,124.265,85.783,74.966,105.784,90.725,84.99,105.725,84.461,102.514,88.036,62.794,82.843,77.795,86.863,76.903,90.13,70.731,91.527,89.646,83.766,88.332,93.734,96.616,79.118,97.514,65.387,111.828,108.114,77.873,64.331,65.193,100.332,97.96,79.831,95.953,98.315
123.286,NaN,77.213,102.02,107.111,85.942,112.579,93.847,100.302,67.102,88.467,81.795,111.048,100.481,90.489,92.196,88.591,91.163,85.843,93.099,76.934,69.662,65.825,68.095,76.95,79.182,92.946,74.893,93.325,84.531,103.234,97.481,91.786,94.486,76.13,79.167,80.946,89.396,106.567,103.828,105.854,88.019,78.671,77.148,124.645,85.994,77.949,110.125,91.191,86.966,106.473,84.897,103.92,90.307,63.901,89.144,78.863,87.01,80.455,90.774,70.92,92.152,90.408,84.194,90.273,94.405,99.352,80.172,98.493,67.543,113.306,109.716,78.298,65.004,65.617,101.282,99.518,80.281,98.641,99.452
123.824,NaN,77.452,104.246,109.588,86.176,112.919,94.516,100.403,68.635,89.057,82.709,111.551,101.034,92.556,94.217,91.713,92.376,86.248,95.885,79.218,70.536,66.958,68.487,77.358,80.008,94.876,75.156,95.962,85.167,103.93,101.309,94.11,94.92,76.908,79.821,82.065,89.975,108.762,104.496,107.966,88.476,79.961,78.009,128.389,87.782,79.083,111.87,91.613,88.441,111.188,87.472,105.654,92.71,65.292,91.169,79.169,87.421,80.983,91.207,71.618,92.311,90.903,85.096,91.25,94.871,100.005,84.894,98.825,68.633,113.368,111.99,81.778,65.395,69.87,101.407,102.149,80.47,99.602,103.106
127.78,NaN,79.225,105.036,110.498,86.34,114.141,94.883,101.114,69.625,90.185,83.322,116.888,102.097,94.89,94.982,92.547,92.731,88.211,96.927,80.192,73.717,67.442,69.186,79.233,82.282,95.054,75.317,96.213,87.092,105.191,102.232,95.673,95.152,77.759,80.022,82.554,90.494,110.27,104.949,111.055,88.644,80.111,79.2,131.774,89.58,82.373,112.164,92.302,88.807,117.775,88.489,106.29,93.937,65.445,92.11,79.962,87.629,82.867,91.655,73.106,93.008,91.657,85.527,93.373,95.269,103.535,85.13,99.934,68.973,113.688,113.053,82.39,65.499,70.322,102.978,103.94,80.637,101.42,103.282
129.556,NaN,80.804,105.317,110.998,86.858,119.095,95.282,101.951,69.993,91.136,84.257,118.412,102.495,96.189,96.491,93.012,94.09,89.542,99.142,81.322,74.089,69.22,69.619,79.522,83.422,95.697,75.589,96.877,89.763,106.287,102.369,96.195,95.235,78.795,80.654,82.798,92.995,113.325,105.668,112.084,89.209,80.679,79.363,133.753,90.926,83.07,112.766,92.657,92.256,120.72,89.246,106.941,95.942,65.89,93.38,81.76,87.902,85.427,91.858,76.184,93.814,92.212,86.147,95.405,96,104.978,85.603,100.234,68.973,115.775,115.871,88.468,66.674,71.698,104.996,104.325,83.704,102.598,104.471
130.025,NaN,83.07,106.281,111.166,88.083,120.81,95.765,104.036,70.088,91.501,89.009,118.584,102.866,97.001,97.25,93.929,94.244,91.061,99.551,81.691,74.5,69.622,71.362,80.881,83.699,95.856,79.433,97.437,91.104,106.941,102.997,98.285,95.956,79.24,80.705,83.433,94.708,114.243,107.956,115.194,90.88,81.081,79.57,135.121,92.177,83.187,117.437,94.801,93.151,123.846,92.378,107.518,97.482,66.015,95.245,82.555,89.163,85.913,92.528,77.514,94.654,93.056,86.964,97.947,97.787,106.097,88.327,100.94,69.668,116.393,116.321,92.146,67.954,72.173,105.504,107.778,85.177,102.742,104.526
131.535,NaN,88.426,109.805,112.831,89.015,120.996,96.56,105.442,73.175,92.145,92.11,119.571,104.203,97.238,100.822,94.8,97.166,96.825,100.575,82.578,74.896,71.368,73.284,84.178,84.08,96.027,79.639,100.693,92.975,107.133,110.017,100.646,96.38,79.45,83.53,86.263,95.712,116.57,111.973,115.757,91.89,81.391,79.828,139.616,95.341,83.317,118.016,96.659,94.57,124.274,93.419,108.011,97.954,67.387,96.67,82.883,90.4,86.203,93.19,78.019,94.84,93.741,87.165,98.929,98.058,106.582,88.735,101.613,70.582,118.144,118.62,95.028,71.823,74.264,105.544,108.301,85.791,103.695,104.894
132.339,NaN,88.818,110.144,113.317,89.157,124.18,96.977,105.641,73.698,93.568,92.884,121.898,108.059,97.383,102.223,96.179,98.146,98.097,102.135,83.626,76.319,72.002,74.078,85.519,84.626,98.09,82.571,101.512,93.191,114.822,110.749,101.795,96.885,80.273,84.39,90.453,96.463,116.674,111.973,115.946,92.037,83.039,81.764,140.768,95.548,84.045,122.93,97.31,94.96,124.85,93.638,108.896,99.674,67.521,96.827,83.39,91.366,91.018,93.396,78.26,96.893,94.41,89.027,99.059,98.414,107.866,90.019,102.991,70.655,118.541,130.031,95.392,73.436,77.222,105.892,108.937,85.946,104.24,105.938
134.338,NaN,89.296,110.656,113.466,90.278,124.599,99.078,106.157,75.845,94.915,94.098,123.03,108.956,98.119,103.512,97.448,98.616,98.521,105.433,85.153,76.781,72.712,74.906,85.8,85.175,98.585,82.812,102.413,94.33,114.986,111.849,101.917,97.718,84.843,84.894,92.319,97.725,117.478,116.6,116.897,92.275,83.491,83.18,141.217,95.963,84.725,124.592,99.213,96.333,127.82,95.016,109.586,100.6,70.194,99.939,86.445,92.037,91.243,93.773,78.881,98.119,96.65,90.262,99.873,102.709,108.946,91.251,103.397,71.014,118.749,130.882,96.003,73.553,78.24,106.239,110.273,86.671,104.498,106.488
135.571,NaN,90.495,113.116,117.142,93.027,124.814,100.926,106.431,76.732,95.21,94.782,124.565,113.244,99.558,105.993,97.862,99.65,99.365,107.424,85.501,76.977,77.676,76.266,85.997,85.444,101.108,84.332,102.806,94.687,116.272,113.511,102.056,97.867,84.983,86.277,93.844,98.126,119.113,116.692,117.377,93.725,84.366,84.131,142.885,96.677,85.768,125.359,100.484,97.017,128.186,95.844,110.368,101.269,70.604,100.993,88.173,92.283,91.438,94.486,79.038,98.282,97.032,90.889,100.366,103.684,111.82,93.804,104.752,71.191,119.151,134.978,97.933,74.149,78.862,108.425,111.303,87.48,105.604,106.576
138.841,NaN,91.191,114.444,117.561,93.832,125.521,101.143,107.29,76.944,95.687,94.953,125.685,117.03,101.102,108.694,100.286,100.897,104.274,109.788,85.951,78.895,78.664,77.668,89.851,85.936,101.828,84.961,105.771,96.568,118.612,113.578,103.467,98.045,87.355,86.818,94.705,99.566,119.277,117.405,119.282,94.399,88.204,84.329,143.881,96.998,87.235,126.432,105.498,97.738,129.7,97.027,110.674,101.42,71.147,101.62,88.351,93.694,92.099,94.774,79.475,99.949,97.545,91.993,102.49,106.315,115.206,95.552,105.554,71.364,119.301,135.111,100.013,76.905,79.476,109.421,112.498,87.66,105.982,107.593
142.769,NaN,93.34,114.846,119.206,93.945,128.095,101.944,107.636,77.688,96.019,95.694,129.107,117.846,101.79,110.03,107.28,102.615,104.502,111.037,86.157,79.237,79.241,79.247,91.058,86.138,104.893,86.712,105.987,97.245,120.123,113.691,103.886,98.115,88.109,89.85,94.847,101.095,122.745,118.125,119.993,94.574,89.37,84.961,144.542,100.115,88.674,126.575,106.233,98.179,129.879,97.195,110.93,103.613,74.018,102.997,89.237,94.492,92.272,95.051,80.873,100.086,98.122,92.284,103.047,107.03,115.556,96.671,113.126,73.754,119.668,135.578,101.602,77.232,79.78,119.192,113.143,88.34,107.08,108.865
